Disease,MMWR year,MMWR week,Current week
Listeriosis,2018,42,7
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,42,1
Hantavirus pulmonary syndrome¶ ,2018,42,
"Botulism, foodborne",2018,42,
"Viral hemorrhagic fevers***, Junin virus",2018,42,
"Viral hemorrhagic fevers***, Lujo virus",2018,42,
Vancomycin-intermediate Staphylococcus aureus¶,2018,42,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,42,
"Viral hemorrhagic fevers***, Lassa virus",2018,42,
"Hepatitis B, perinatal infection",2018,42,
Chancroid,2018,42,
Trichinellosis¶,2018,42,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,42,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,42,
Vancomycin-resistant Staphylococcus aureus¶,2018,42,
Diphtheria,2018,42,
"Meningococcal disease, Other serogroups",2018,42,
Hansen's disease¶,2018,42,
Psittacosis¶,2018,42,
"Meningococcal disease, Serogroups ACWY",2018,42,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,42,
Measles††,2018,42,7
Smallpox,2018,42,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,42,
"Viral hemorrhagic fever***, Marburg virus",2018,42,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,42,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,42,
Plague,2018,43,
Cyclosporiasis¶,2018,43,
Toxic-shock syndrome (other than Streptococcal)¶,2018,43,
Hantavirus pulmonary syndrome¶ ,2018,43,
"Meningococcal disease, Unknown serogroup",2018,43,2
"Viral hemorrhagic fever***, Marburg virus",2018,43,
"Viral hemorrhagic fevers***, Ebola virus ",2018,43,
Hansen's disease¶,2018,43,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,43,
Cholera,2018,43,
"Botulism, other (wound and unspecified)",2018,43,
"Meningococcal disease, Other serogroups",2018,43,
"Hepatitis B, perinatal infection",2018,43,
"Polio virus Infection, nonparalytic¶",2018,43,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,43,
"Viral hemorrhagic fevers***, Junin virus",2018,43,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,43,
Psittacosis¶,2018,43,
Listeriosis,2018,43,3
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,43,1
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,43,
"Botulism, total",2018,43,1
"Viral hemorrhagic fever***, Sabia virus",2018,43,
Chancroid,2018,43,
Measles††,2018,43,14
"Botulism, infant",2018,43,1
Tularemia,2018,43,14
"Hemolytic uremic syndrome, postdiarrheal¶",2018,43,2
Trichinellosis¶,2018,43,
Yellow fever,2018,43,
"Syphilis, congenital",2018,43,
"Influenza-associated pediatric mortality¶,**",2018,43,3
"Q fever¶, chronic",2018,43,
"Poliomyelitis, paralytic",2018,46,
"Viral hemorrhagic fevers***, Lassa virus",2018,43,
Streptococcal toxic-shock syndrome¶,2018,43,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,43,
Smallpox,2018,43,
Vancomycin-resistant Staphylococcus aureus¶,2018,43,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,43,
"Viral hemorrhagic fevers***, Guanarito virus",2018,43,
Paratyphoid fever¶¶,2018,43,
"Q fever¶, acute",2018,43,
Anthrax,2018,43,
Novel Influenza A virus infections§§,2018,43,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,43,2
"Meningococcal disease, Serogroups ACWY",2018,43,
"Viral hemorrhagic fevers***, Lujo virus",2018,43,
Leptospirosis¶,2018,43,1
Typhoid fever ,2018,43,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,43,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,43,
"Botulism, foodborne",2018,43,
"Poliomyelitis, paralytic",2018,43,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,43,
Brucellosis,2018,43,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,43,
"Rabies, human",2018,43,
"Viral hemorrhagic fevers***, Machupo virus",2018,43,
"Meningococcal disease, Serogroup B",2018,43,
Vancomycin-intermediate Staphylococcus aureus¶,2018,43,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,43,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,43,
"Q fever¶, total",2018,43,
Brucellosis,2018,44,
"Hepatitis B, perinatal infection",2018,44,
Trichinellosis¶,2018,44,
Novel Influenza A virus infections§§,2018,44,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,44,
"Rabies, human",2018,44,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,44,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,44,
Streptococcal toxic-shock syndrome¶,2018,44,1
Yellow fever,2018,44,
"Poliomyelitis, paralytic",2018,44,
"Meningococcal disease, Serogroups ACWY",2018,44,
"Influenza-associated pediatric mortality¶,**",2018,44,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,44,6
Leptospirosis¶,2018,44,
"Syphilis, congenital",2018,44,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,44,3
"Meningococcal disease, Other serogroups",2018,44,
Cyclosporiasis¶,2018,44,
Smallpox,2018,44,
"Viral hemorrhagic fevers***, Lassa virus",2018,44,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,44,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,44,
Measles††,2018,44,6
Typhoid fever ,2018,44,
"Viral hemorrhagic fevers***, Lujo virus",2018,44,
Plague,2018,44,
Hantavirus pulmonary syndrome¶ ,2018,44,
"Viral hemorrhagic fevers***, Junin virus",2018,44,
Toxic-shock syndrome (other than Streptococcal)¶,2018,44,1
"Viral hemorrhagic fevers***, Guanarito virus",2018,44,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,44,
"Botulism, total",2018,44,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,44,
"Botulism, infant",2018,44,2
Vancomycin-resistant Staphylococcus aureus¶,2018,44,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,44,
Hansen's disease¶,2018,44,1
Paratyphoid fever¶¶,2018,44,1
"Polio virus Infection, nonparalytic¶",2018,44,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,44,
Tularemia,2018,44,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,44,2
"Q fever¶, chronic",2018,44,
"Viral hemorrhagic fever***, Sabia virus",2018,44,
"Meningococcal disease, Serogroup B",2018,44,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,44,
"Meningococcal disease, Unknown serogroup",2018,44,3
Listeriosis,2018,44,10
Psittacosis¶,2018,44,
"Q fever¶, total",2018,44,1
"Viral hemorrhagic fevers***, Machupo virus",2018,44,
"Viral hemorrhagic fevers***, Ebola virus ",2018,44,
"Botulism, foodborne",2018,44,
Anthrax,2018,44,
Vancomycin-intermediate Staphylococcus aureus¶,2018,44,1
"Q fever¶, acute",2018,44,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,44,
Chancroid,2018,44,
"Botulism, other (wound and unspecified)",2018,44,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,44,
Cholera,2018,44,
"Viral hemorrhagic fever***, Marburg virus",2018,44,
"Meningococcal disease, Other serogroups",2018,45,1
Chancroid,2018,45,
Novel Influenza A virus infections§§,2018,45,
Vancomycin-resistant Staphylococcus aureus¶,2018,45,
"Meningococcal disease, Unknown serogroup",2018,45,1
Paratyphoid fever¶¶,2018,45,
"Poliomyelitis, paralytic",2018,45,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,45,1
"Q fever¶, total",2018,45,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,45,
"Viral hemorrhagic fevers***, Lassa virus",2018,45,
"Viral hemorrhagic fever***, Marburg virus",2018,45,
"Viral hemorrhagic fevers***, Junin virus",2018,45,
"Botulism, infant",2018,45,2
"Viral hemorrhagic fever***, Sabia virus",2018,45,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,45,
Cholera,2018,45,
Psittacosis¶,2018,45,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,45,
Typhoid fever ,2018,45,
"Polio virus Infection, nonparalytic¶",2018,45,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,45,
"Viral hemorrhagic fevers***, Lujo virus",2018,45,
"Meningococcal disease, Serogroup B",2018,45,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,45,
Hansen's disease¶,2018,45,
Listeriosis,2018,45,4
Hantavirus pulmonary syndrome¶ ,2018,45,
Plague,2018,45,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,45,
Brucellosis,2018,45,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,45,
"Rabies, human",2018,45,
"Meningococcal disease, Serogroups ACWY",2018,45,2
"Viral hemorrhagic fevers***, Guanarito virus",2018,45,
Anthrax,2018,45,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,45,
Yellow fever,2018,45,
"Botulism, other (wound and unspecified)",2018,45,
Trichinellosis¶,2018,45,
Vancomycin-intermediate Staphylococcus aureus¶,2018,45,1
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,45,
"Syphilis, congenital",2018,45,
Smallpox,2018,45,
"Viral hemorrhagic fevers***, Ebola virus ",2018,45,
Tularemia,2018,45,1
"Q fever¶, acute",2018,45,1
"Influenza-associated pediatric mortality¶,**",2018,45,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,45,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,45,
Toxic-shock syndrome (other than Streptococcal)¶,2018,45,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,45,
Streptococcal toxic-shock syndrome¶,2018,45,1
Measles††,2018,45,9
"Q fever¶, chronic",2018,45,
"Botulism, total",2018,45,2
"Botulism, foodborne",2018,45,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,45,5
"Hepatitis B, perinatal infection",2018,45,2
Cyclosporiasis¶,2018,45,
"Viral hemorrhagic fevers***, Machupo virus",2018,45,
Leptospirosis¶,2018,45,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,45,
"Rabies, human",2018,46,
Paratyphoid fever¶¶,2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,46,
Vancomycin-resistant Staphylococcus aureus¶,2018,46,
Cyclosporiasis¶,2018,46,1
"Viral hemorrhagic fevers***, Lassa virus",2018,46,
Trichinellosis¶,2018,46,
Novel Influenza A virus infections§§,2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,46,
Anthrax,2018,46,
Cholera,2018,46,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,46,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,46,1
Hansen's disease¶,2018,46,
"Viral hemorrhagic fever***, Sabia virus",2018,46,
Brucellosis,2018,46,2
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,46,
Measles††,2018,46,2
"Influenza-associated pediatric mortality¶,**",2018,46,1
Vancomycin-intermediate Staphylococcus aureus¶,2018,46,1
"Meningococcal disease, Serogroups ACWY",2018,46,
Chancroid,2018,46,
Smallpox,2018,46,
Leptospirosis¶,2018,46,
"Syphilis, congenital",2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,46,
"Hepatitis B, perinatal infection",2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,46,
"Meningococcal disease, Serogroup B",2018,46,
Tularemia,2018,46,1
Typhoid fever ,2018,46,
"Q fever¶, acute",2018,46,1
Listeriosis,2018,46,10
"Botulism, infant",2018,46,2
Plague,2018,46,
Yellow fever,2018,46,
"Viral hemorrhagic fevers***, Junin virus",2018,46,
"Viral hemorrhagic fevers***, Guanarito virus",2018,46,
"Botulism, foodborne",2018,46,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,46,
"Viral hemorrhagic fevers***, Ebola virus ",2018,46,
"Polio virus Infection, nonparalytic¶",2018,46,
Psittacosis¶,2018,46,
"Viral hemorrhagic fevers***, Machupo virus",2018,46,
Streptococcal toxic-shock syndrome¶,2018,46,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,46,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,46,
"Q fever¶, chronic",2018,46,1
"Viral hemorrhagic fever***, Marburg virus",2018,46,
"Meningococcal disease, Other serogroups",2018,46,
"Meningococcal disease, Unknown serogroup",2018,46,1
"Q fever¶, total",2018,46,2
Toxic-shock syndrome (other than Streptococcal)¶,2018,46,
"Botulism, total",2018,46,2
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,46,3
Hantavirus pulmonary syndrome¶ ,2018,46,
"Botulism, other (wound and unspecified)",2018,46,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,46,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,46,
"Viral hemorrhagic fevers***, Lujo virus",2018,46,
"Q fever¶, total",2018,47,
Vancomycin-resistant Staphylococcus aureus¶,2018,47,
"Botulism, total",2018,47,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,47,
"Meningococcal disease, Other serogroups",2018,47,
"Rabies, human",2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,47,
"Viral hemorrhagic fevers***, Guanarito virus",2018,47,
Chancroid,2018,47,
"Polio virus Infection, nonparalytic¶",2018,47,
Leptospirosis¶,2018,47,
Hansen's disease¶,2018,47,
Vancomycin-intermediate Staphylococcus aureus¶,2018,47,
Brucellosis,2018,47,
Psittacosis¶,2018,47,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,47,
Paratyphoid fever¶¶,2018,47,1
"Influenza-associated pediatric mortality¶,**",2018,47,2
Anthrax,2018,47,
"Viral hemorrhagic fevers***, Junin virus",2018,47,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,47,
"Viral hemorrhagic fevers***, Ebola virus ",2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,47,
"Viral hemorrhagic fever***, Sabia virus",2018,47,
Trichinellosis¶,2018,47,
"Poliomyelitis, paralytic",2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,47,
"Viral hemorrhagic fevers***, Lujo virus",2018,47,
"Botulism, infant",2018,47,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,47,
Yellow fever,2018,47,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,47,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,47,
Tularemia,2018,47,
"Hepatitis B, perinatal infection",2018,47,
"Viral hemorrhagic fevers***, Lassa virus",2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,47,
Streptococcal toxic-shock syndrome¶,2018,47,
Toxic-shock syndrome (other than Streptococcal)¶,2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,47,
"Q fever¶, acute",2018,47,
"Syphilis, congenital",2018,47,
Cyclosporiasis¶,2018,47,
"Meningococcal disease, Serogroups ACWY",2018,47,
Cholera,2018,47,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,47,
Smallpox,2018,47,
Hantavirus pulmonary syndrome¶ ,2018,47,
Novel Influenza A virus infections§§,2018,47,
Typhoid fever ,2018,47,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,47,
"Botulism, foodborne",2018,47,
Plague,2018,47,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,47,
Listeriosis,2018,47,
"Meningococcal disease, Serogroup B",2018,47,
"Botulism, other (wound and unspecified)",2018,47,
"Q fever¶, chronic",2018,47,
"Viral hemorrhagic fever***, Marburg virus",2018,47,
"Viral hemorrhagic fevers***, Machupo virus",2018,47,
"Meningococcal disease, Unknown serogroup",2018,47,
Measles††,2018,47,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,48,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,48,
"Influenza-associated pediatric mortality¶,**",2018,48,
"Hepatitis B, perinatal infection",2018,48,
"Viral hemorrhagic fevers***, Guanarito virus",2018,48,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,48,
"Meningococcal disease, Other serogroups",2018,48,
"Polio virus Infection, nonparalytic¶",2018,48,
Novel Influenza A virus infections§§,2018,48,
Vancomycin-intermediate Staphylococcus aureus¶,2018,48,3
Typhoid fever ,2018,48,3
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,48,
Hansen's disease¶,2018,48,
Toxic-shock syndrome (other than Streptococcal)¶,2018,48,
Yellow fever,2018,48,
"Botulism, foodborne",2018,48,
Trichinellosis¶,2018,48,
"Viral hemorrhagic fevers***, Lassa virus",2018,48,
"Rabies, human",2018,48,
"Viral hemorrhagic fevers***, Machupo virus",2018,48,
Leptospirosis¶,2018,48,1
"Q fever¶, total",2018,48,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,48,
Hantavirus pulmonary syndrome¶ ,2018,48,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,48,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,48,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,48,
"Meningococcal disease, Unknown serogroup",2018,48,
"Q fever¶, acute",2018,50,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,48,
"Syphilis, congenital",2018,48,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,48,
Smallpox,2018,48,
Chancroid,2018,48,
Plague,2018,48,
"Meningococcal disease, Serogroup B",2018,48,1
"Meningococcal disease, Serogroups ACWY",2018,48,1
Paratyphoid fever¶¶,2018,48,
"Poliomyelitis, paralytic",2018,48,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,48,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,48,2
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,48,
Tularemia,2018,48,1
Streptococcal toxic-shock syndrome¶,2018,48,2
"Botulism, other (wound and unspecified)",2018,48,
Brucellosis,2018,48,
Cholera,2018,48,
"Viral hemorrhagic fever***, Sabia virus",2018,48,
Vancomycin-resistant Staphylococcus aureus¶,2018,48,
Measles††,2018,48,9
Psittacosis¶,2018,48,
Listeriosis,2018,48,8
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,48,
"Viral hemorrhagic fevers***, Junin virus",2018,48,
"Q fever¶, chronic",2018,48,1
"Botulism, total",2018,48,2
Cyclosporiasis¶,2018,48,3
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,48,7
"Viral hemorrhagic fevers***, Ebola virus ",2018,48,
"Botulism, infant",2018,48,2
"Viral hemorrhagic fevers***, Lujo virus",2018,48,
"Viral hemorrhagic fever***, Marburg virus",2018,48,
Anthrax,2018,48,
"Q fever¶, acute",2018,48,
Brucellosis,2018,49,
Novel Influenza A virus infections§§,2018,49,
"Viral hemorrhagic fevers***, Lassa virus",2018,49,
"Botulism, other (wound and unspecified)",2018,49,
"Influenza-associated pediatric mortality¶,**",2018,49,1
"Viral hemorrhagic fevers***, Lujo virus",2018,49,
"Viral hemorrhagic fevers***, Machupo virus",2018,49,
"Meningococcal disease, Unknown serogroup",2018,49,
"Hepatitis B, perinatal infection",2018,49,
Toxic-shock syndrome (other than Streptococcal)¶,2018,49,1
Anthrax,2018,49,
"Botulism, total",2018,49,1
"Q fever¶, total",2018,49,2
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,49,
Typhoid fever ,2018,49,
Tularemia,2018,49,
"Viral hemorrhagic fevers***, Ebola virus ",2018,49,
Leptospirosis¶,2018,49,
Plague,2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,49,
Hansen's disease¶,2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,49,
"Botulism, foodborne",2018,49,
"Polio virus Infection, nonparalytic¶",2018,49,
Hantavirus pulmonary syndrome¶ ,2018,49,
Paratyphoid fever¶¶,2018,49,
Vancomycin-intermediate Staphylococcus aureus¶,2018,49,
"Rabies, human",2018,49,
Psittacosis¶,2018,49,
Cyclosporiasis¶,2018,49,2
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,49,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,49,
"Botulism, infant",2018,49,1
Smallpox,2018,49,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,49,2
"Q fever¶, acute",2018,49,2
"Meningococcal disease, Serogroups ACWY",2018,49,1
"Meningococcal disease, Other serogroups",2018,49,
"Viral hemorrhagic fever***, Sabia virus",2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,49,
"Viral hemorrhagic fevers***, Guanarito virus",2018,49,
Streptococcal toxic-shock syndrome¶,2018,49,1
"Meningococcal disease, Serogroup B",2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,49,
"Q fever¶, chronic",2018,49,
"Viral hemorrhagic fevers***, Junin virus",2018,49,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,49,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,49,3
Yellow fever,2018,49,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,49,1
Cholera,2018,49,
Chancroid,2018,49,
Vancomycin-resistant Staphylococcus aureus¶,2018,49,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,49,
Listeriosis,2018,49,6
"Syphilis, congenital",2018,49,
"Viral hemorrhagic fever***, Marburg virus",2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,49,
Trichinellosis¶,2018,49,
"Poliomyelitis, paralytic",2018,49,
Measles††,2018,49,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,50,
"Influenza-associated pediatric mortality¶,**",2018,50,1
"Viral hemorrhagic fevers***, Junin virus",2018,50,
Smallpox,2018,50,
"Viral hemorrhagic fever***, Sabia virus",2018,50,
Hansen's disease¶,2018,50,
Yellow fever,2018,50,
"Botulism, other (wound and unspecified)",2018,50,
"Q fever¶, total",2018,50,1
Vancomycin-resistant Staphylococcus aureus¶,2018,50,
Brucellosis,2018,50,
"Meningococcal disease, Serogroup B",2018,50,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,50,2
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,50,
Psittacosis¶,2018,50,
Paratyphoid fever¶¶,2018,50,
"Hepatitis B, perinatal infection",2018,50,
"Polio virus Infection, nonparalytic¶",2018,50,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,50,
Novel Influenza A virus infections§§,2018,50,
Typhoid fever ,2018,50,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,50,
Streptococcal toxic-shock syndrome¶,2018,50,1
"Viral hemorrhagic fever***, Marburg virus",2018,50,
"Botulism, foodborne",2018,50,
"Viral hemorrhagic fevers***, Machupo virus",2018,50,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,50,
"Viral hemorrhagic fevers***, Guanarito virus",2018,50,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,50,
"Meningococcal disease, Unknown serogroup",2018,50,1
Trichinellosis¶,2018,50,
"Meningococcal disease, Other serogroups",2018,50,1
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,50,4
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,50,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,50,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,50,1
Cyclosporiasis¶,2018,50,1
Plague,2018,50,
"Botulism, total",2018,50,1
Anthrax,2018,50,
"Viral hemorrhagic fevers***, Lujo virus",2018,50,
Hantavirus pulmonary syndrome¶ ,2018,50,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,50,
"Viral hemorrhagic fevers***, Lassa virus",2018,50,
"Meningococcal disease, Serogroups ACWY",2018,50,1
"Rabies, human",2018,50,
Listeriosis,2018,50,5
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,50,
Measles††,2018,50,6
Vancomycin-intermediate Staphylococcus aureus¶,2018,50,
Cholera,2018,50,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,50,1
"Q fever¶, chronic",2018,50,1
Toxic-shock syndrome (other than Streptococcal)¶,2018,50,
Tularemia,2018,50,1
"Viral hemorrhagic fevers***, Ebola virus ",2018,50,
Chancroid,2018,50,1
"Poliomyelitis, paralytic",2018,50,
Leptospirosis¶,2018,50,
"Syphilis, congenital",2018,50,
"Botulism, infant",2018,50,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,50,
"Meningococcal disease, Serogroup B",2018,51,
"Meningococcal disease, Unknown serogroup",2018,51,
Toxic-shock syndrome (other than Streptococcal)¶,2018,51,
"Polio virus Infection, nonparalytic¶",2018,51,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,51,
Chancroid,2018,51,
Tularemia,2018,51,1
