Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
SOUTH CAROLINA,2016,29,,-,0,,3,,17,,26,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2016,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
W.S. CENTRAL,2016,29,,-,1,,6,,15,,16,,2,,2,,13,,49,,37,,1,,1,,3,,24,,26,,,
E.S. CENTRAL,2016,30,,-,2,,6,,53,,65,,,-,0,,4,,20,,15,,,-,0,,2,,11,,7,,,
COLORADO,2016,30,,-,0,,0,,,-,,-,,-,0,,2,,,-,14,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2016,30,,-,3,,56,,94,,88,,,-,0,,6,,15,,14,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2016,30,,-,0,,1,,1,,6,,,-,0,,2,,,-,3,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2016,30,,-,0,,3,,17,,28,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGIN ISL.,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
OREGON,2016,30,,-,1,,5,,37,,23,,,-,0,,2,,9,,11,,,-,0,,3,,10,,17,,"OREGON
(44.567912, -120.156945)",
TEXAS,2016,30,,-,1,,6,,15,,15,,,-,2,,8,,40,,30,,,-,0,,3,,17,,18,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2016,30,,-,1,,12,,19,,68,,,-,1,,4,,41,,59,,2,,1,,6,,55,,31,,"CALIFORNIA
(37.640735, -121.002435)",
ALABAMA,2016,30,,-,0,,3,,24,,19,,,-,0,,2,,4,,5,,,-,0,,1,,5,,4,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2016,30,2,,0,,1,,9,,6,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,30,,-,0,,1,,,-,6,,,-,1,,4,,27,,27,,,-,0,,3,,11,,10,,"GEORGIA
(32.836038, -83.631709)",
S. ATLANTIC,2016,30,76,,71,,206,,1925,,2221,,8,,7,,15,,222,,159,,1,,1,,4,,38,,42,,,
MASSACHUSETTS,2016,30,,-,7,,208,,87,,3156,,,-,1,,4,,32,,29,,,-,0,,2,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
ARIZONA,2016,30,,-,0,,2,,4,,7,,,-,0,,4,,18,,8,,,-,0,,1,,1,,3,,"ARIZONA
(34.869712, -111.760902)",
MOUNTAIN,2016,30,2,,0,,2,,16,,28,,,-,1,,4,,23,,31,,,-,0,,2,,9,,10,,,
MONTANA,2016,30,,-,0,,1,,2,,2,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,30,191,,131,,599,,5890,,4945,,,-,0,,4,,23,,19,,,-,0,,2,,6,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2016,30,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
WASHINGTON,2016,30,,-,0,,24,,1,,,-,,-,0,,21,,19,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,30,,-,0,,1,,,-,6,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2016,30,,-,11,,77,,229,,398,,,-,0,,3,,2,,5,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW ENGLAND,2016,30,3,,61,,523,,1451,,6618,,,-,2,,4,,52,,50,,,-,0,,2,,9,,17,,,
ALASKA,2016,30,,-,0,,2,,9,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
INDIANA,2016,30,,-,1,,10,,51,,116,,,-,0,,2,,6,,4,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2016,30,,-,0,,2,,7,,3,,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,30,,-,19,,102,,786,,1382,,,-,0,,2,,8,,2,,,-,0,,1,,3,,7,,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2016,30,,-,3,,14,,122,,240,,,-,0,,2,,8,,7,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2016,30,1,,58,,221,,1695,,3277,,,-,1,,4,,25,,44,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2016,30,,-,0,,1,,,-,2,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2016,30,,-,0,,3,,20,,15,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2016,30,2,,3,,20,,197,,505,,,-,0,,2,,6,,4,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MICHIGAN,2016,30,1,,2,,12,,76,,78,,,-,0,,3,,12,,9,,,-,0,,1,,3,,6,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2016,30,41,,27,,93,,864,,973,,5,,3,,9,,101,,55,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
C.N.M.I.,2016,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
UNITED STATES,2016,30,452,,502,,1985,,14342,,22552,,19,,25,,53,,694,,656,,4,,6,,20,,222,,237,,,
W.N. CENTRAL,2016,30,,-,9,,96,,157,,1524,,,-,1,,5,,18,,52,,,-,0,,2,,7,,21,,,
FLORIDA,2016,30,8,,3,,12,,78,,61,,3,,1,,4,,33,,21,,1,,0,,2,,10,,15,,"FLORIDA
(28.915325, -81.922409)",
LOUISIANA,2016,30,,-,0,,0,,,-,3,,,-,0,,2,,7,,4,,,-,0,,1,,2,,5,,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2016,30,,-,24,,122,,528,,1655,,,-,0,,1,,1,,7,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
PACIFIC,2016,30,,-,2,,24,,66,,95,,,-,2,,22,,72,,73,,2,,2,,11,,78,,52,,,
NORTH DAKOTA,2016,30,,-,0,,3,,5,,21,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2016,30,,-,0,,1,,3,,4,,,-,0,,1,,3,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2016,30,,-,0,,79,,,-,1240,,,-,0,,4,,,-,21,,,-,0,,1,,,-,5,,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2016,30,1,,12,,74,,266,,583,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
AMER. SAMOA,2016,30,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
WYOMING,2016,30,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,30,9,,8,,22,,262,,255,,,-,0,,2,,11,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
E.N. CENTRAL,2016,30,12,,28,,123,,1036,,1885,,2,,2,,8,,72,,64,,,-,1,,3,,24,,41,,,
VIRGINIA,2016,30,15,,23,,120,,479,,639,,,-,1,,4,,27,,31,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2016,30,165,,44,,227,,1422,,1403,,1,,1,,7,,28,,26,,1,,0,,1,,5,,5,,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2016,30,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2016,30,3,,4,,24,,131,,171,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2016,30,,-,0,,4,,14,,11,,,-,0,,2,,8,,6,,,-,0,,1,,5,,2,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,30,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,30,,-,0,,2,,,-,1,,,-,0,,2,,,-,13,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2016,30,,-,5,,59,,144,,321,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2016,30,,-,2,,8,,46,,217,,,-,1,,3,,23,,28,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2016,30,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2016,30,,N,0,,0,,,N,,N,,-,0,,2,,5,,8,,,-,0,,0,,,-,3,,DIST. OF COL.,
W.S. CENTRAL,2016,30,,-,1,,6,,15,,18,,,-,2,,13,,49,,38,,,-,1,,3,,24,,28,,,
MID. ATLANTIC,2016,30,359,,265,,1028,,9623,,10098,,9,,7,,16,,166,,174,,1,,0,,4,,22,,19,,,
OHIO,2016,30,11,,2,,11,,77,,92,,2,,1,,4,,23,,21,,,-,0,,2,,4,,12,,"OHIO
(40.056807, -82.405897)",
NEW YORK CITY,2016,30,2,,6,,563,,616,,473,,8,,3,,12,,90,,85,,,-,0,,2,,6,,5,,NEW YORK CITY,
NEW MEXICO,2016,30,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2016,30,,-,0,,4,,15,,33,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
ARIZONA,2016,31,1,,0,,2,,6,,7,,1,,0,,4,,20,,8,,1,,0,,1,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2016,31,,-,55,,164,,1834,,3420,,,-,1,,4,,29,,47,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2016,31,1,,4,,23,,242,,515,,,-,0,,2,,7,,4,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
AMER. SAMOA,2016,31,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
IDAHO,2016,31,1,,0,,3,,11,,6,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
NEW YORK CITY,2016,31,30,,4,,563,,645,,527,,1,,3,,12,,91,,90,,,-,0,,2,,6,,6,,NEW YORK CITY,
VERMONT,2016,31,,-,5,,55,,144,,362,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
WYOMING,2016,31,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2016,31,,-,0,,0,,,-,,-,,-,0,,5,,1,,3,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2016,31,,-,3,,17,,138,,248,,,-,0,,2,,8,,7,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2016,31,,-,0,,3,,9,,24,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,31,9,,2,,13,,92,,100,,,-,1,,4,,23,,23,,,-,0,,2,,4,,12,,"OHIO
(40.056807, -82.405897)",
ARKANSAS,2016,31,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,31,,-,0,,2,,9,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
PACIFIC,2016,31,2,,2,,24,,70,,96,,3,,2,,22,,81,,75,,,-,2,,11,,79,,53,,,
MID. ATLANTIC,2016,31,274,,268,,983,,10447,,10962,,4,,7,,16,,174,,185,,1,,0,,4,,23,,21,,,
DELAWARE,2016,31,6,,8,,22,,270,,266,,,-,0,,2,,11,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
W.S. CENTRAL,2016,31,,-,1,,6,,15,,20,,,-,2,,13,,50,,46,,,-,1,,3,,25,,29,,,
CONNECTICUT,2016,31,3,,26,,104,,660,,1759,,,-,0,,1,,1,,7,,1,,0,,1,,2,,4,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2016,31,,-,0,,1,,3,,4,,,-,0,,1,,3,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,31,,-,0,,0,,,-,3,,,-,0,,2,,7,,6,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
E.S. CENTRAL,2016,31,,-,2,,6,,58,,68,,,-,0,,4,,20,,16,,,-,0,,2,,12,,7,,,
CALIFORNIA,2016,31,,-,1,,4,,20,,69,,,-,2,,4,,45,,61,,,-,1,,6,,56,,32,,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2016,31,,-,0,,4,,18,,34,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,31,132,,44,,226,,1568,,1608,,2,,1,,7,,30,,26,,1,,0,,1,,6,,5,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2016,31,,-,1,,6,,15,,17,,,-,2,,8,,41,,35,,,-,0,,3,,17,,19,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,31,,-,1,,5,,38,,23,,,-,0,,3,,11,,11,,,-,0,,3,,10,,17,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,31,,-,2,,12,,60,,222,,,-,1,,3,,25,,30,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,31,,-,11,,71,,284,,650,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
W.N. CENTRAL,2016,31,1,,9,,81,,180,,1605,,,-,1,,5,,20,,57,,,-,0,,2,,8,,21,,,
PENNSYLVANIA,2016,31,112,,131,,639,,6400,,5407,,1,,0,,4,,24,,22,,,-,0,,2,,6,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
UNITED STATES,2016,31,331,,502,,1688,,15693,,24166,,13,,26,,53,,733,,704,,3,,6,,20,,229,,243,,,
NEVADA,2016,31,,-,0,,1,,1,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,31,,-,0,,1,,1,,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,31,,-,0,,2,,,-,1,,,-,0,,2,,,-,14,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2016,31,,-,0,,4,,16,,13,,,-,0,,2,,8,,6,,,-,0,,1,,6,,2,,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2016,31,,-,11,,77,,230,,433,,,-,0,,3,,2,,5,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2016,31,,-,0,,1,,,-,2,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2016,31,,-,0,,69,,,-,1309,,,-,0,,4,,,-,25,,,-,0,,1,,1,,5,,"MINNESOTA
(46.357661, -94.793397)",
NORTH CAROLINA,2016,31,,-,3,,56,,113,,96,,,-,0,,6,,17,,14,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,31,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2016,31,,-,0,,3,,21,,15,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2016,31,,-,0,,3,,24,,19,,,-,0,,2,,4,,6,,,-,0,,1,,5,,4,,"ALABAMA
(32.839182, -86.631125)",
E.N. CENTRAL,2016,31,9,,28,,137,,1191,,1963,,,-,2,,8,,74,,70,,,-,1,,3,,24,,42,,,
MONTANA,2016,31,,-,0,,1,,5,,3,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,31,,-,2,,12,,82,,82,,,-,0,,3,,12,,9,,,-,0,,1,,3,,7,,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2016,31,1,,0,,2,,9,,4,,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2016,31,,-,0,,3,,17,,28,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MOUNTAIN,2016,31,2,,1,,3,,25,,30,,2,,1,,4,,27,,33,,1,,0,,2,,10,,10,,,
INDIANA,2016,31,,-,1,,10,,51,,119,,,-,0,,2,,6,,6,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2016,31,,-,0,,1,,,-,6,,,-,1,,4,,27,,31,,,-,0,,3,,11,,10,,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2016,31,,-,6,,139,,96,,3295,,,-,1,,4,,32,,29,,,-,0,,2,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,31,16,,27,,80,,925,,1020,,3,,3,,9,,104,,59,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
VIRGIN ISL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
UTAH,2016,31,,-,0,,1,,1,,6,,1,,0,,2,,1,,3,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,31,,-,0,,0,,,-,,-,,-,0,,2,,,-,15,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2016,31,17,,23,,120,,503,,733,,1,,1,,4,,34,,34,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542699, -78.45822)",
S. ATLANTIC,2016,31,39,,71,,187,,2051,,2408,,4,,7,,15,,234,,172,,,-,1,,4,,38,,43,,,
NEW ENGLAND,2016,31,4,,66,,413,,1656,,7014,,,-,2,,4,,53,,50,,1,,0,,2,,10,,17,,,
HAWAII,2016,31,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
FLORIDA,2016,31,,-,3,,12,,78,,73,,,-,1,,4,,33,,23,,,-,0,,2,,10,,16,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2016,31,,-,4,,18,,145,,186,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2016,31,,-,20,,111,,906,,1440,,,-,0,,2,,8,,2,,,-,0,,1,,3,,7,,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
WASHINGTON,2016,31,2,,0,,24,,3,,,-,3,,0,,21,,22,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
DIST. OF COL.,2016,31,,N,0,,0,,,N,,N,,-,0,,2,,5,,8,,,-,0,,0,,,-,3,,DIST. OF COL.,
MAINE,2016,32,,-,12,,71,,327,,716,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
LOUISIANA,2016,32,,-,0,,0,,,-,3,,,-,0,,2,,7,,6,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
MID. ATLANTIC,2016,32,331,,268,,983,,11309,,11945,,12,,7,,16,,188,,197,,1,,0,,4,,24,,21,,,
W.S. CENTRAL,2016,32,1,,1,,6,,19,,23,,2,,2,,13,,56,,55,,,-,0,,3,,25,,29,,,
INDIANA,2016,32,,-,1,,12,,74,,121,,,-,0,,2,,6,,7,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2016,32,,-,0,,4,,17,,15,,,-,0,,2,,8,,7,,1,,0,,1,,7,,2,,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2016,32,1,,5,,55,,145,,412,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2016,32,,-,0,,4,,18,,34,,,-,0,,1,,4,,4,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,32,,-,5,,129,,96,,3424,,,-,1,,4,,32,,31,,,-,0,,2,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2016,32,,-,0,,1,,5,,3,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2016,32,1,,20,,113,,968,,1483,,,-,0,,2,,8,,2,,,-,0,,1,,3,,7,,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2016,32,,-,3,,19,,149,,257,,,-,0,,2,,8,,9,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
NEVADA,2016,32,,-,0,,1,,2,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2016,32,,-,0,,1,,,-,6,,,-,1,,4,,27,,34,,,-,0,,3,,11,,11,,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2016,32,109,,131,,684,,6972,,6006,,,-,0,,4,,24,,24,,,-,0,,2,,6,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2016,32,,-,1,,4,,23,,73,,,-,2,,4,,48,,63,,,-,1,,6,,56,,33,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,32,,-,2,,22,,101,,227,,,-,1,,4,,31,,31,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2016,32,,-,55,,164,,1889,,3584,,,-,1,,4,,31,,48,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2016,32,1,,1,,6,,19,,20,,2,,2,,8,,47,,43,,,-,0,,3,,17,,19,,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2016,32,,N,0,,0,,,N,,N,,-,0,,2,,5,,8,,,-,0,,0,,,-,3,,DIST. OF COL.,
HAWAII,2016,32,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,32,,-,0,,1,,1,,6,,,-,0,,2,,1,,3,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,32,2,,4,,29,,334,,521,,,-,0,,2,,7,,5,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
AMER. SAMOA,2016,32,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
PUERTO RICO,2016,32,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
E.N. CENTRAL,2016,32,3,,28,,151,,1329,,2022,,,-,2,,9,,80,,73,,1,,1,,3,,25,,42,,,
SOUTH CAROLINA,2016,32,,-,0,,3,,17,,28,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
W.N. CENTRAL,2016,32,,-,9,,76,,199,,1681,,,-,1,,5,,21,,62,,,-,0,,2,,8,,21,,,
COLORADO,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,16,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
PACIFIC,2016,32,,-,2,,24,,75,,102,,,-,2,,22,,84,,77,,1,,2,,11,,80,,54,,,
NEW YORK CITY,2016,32,7,,4,,563,,652,,568,,9,,3,,12,,100,,97,,1,,0,,2,,7,,6,,NEW YORK CITY,
KANSAS,2016,32,,-,0,,3,,21,,16,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2016,32,1,,2,,13,,91,,88,,,-,0,,3,,12,,10,,,-,0,,1,,3,,7,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2016,32,,-,25,,96,,688,,1855,,,-,0,,1,,1,,7,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2016,32,,-,0,,1,,,-,2,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
