Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2017","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2017, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2017","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2017, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Current week","Ehrlichiosis and Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2017","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2017, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2016, flag",Location 1,Location 2
SOUTH DAKOTA,2017,42,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2017,42,,-,0,,4,,24,,30,,,-,0,,2,,9,,8,,,-,0,,1,,1,,,-,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2017,42,,-,0,,2,,,-,7,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MONTANA,2017,42,,-,0,,0,,,-,1,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
INDIANA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,34,,24,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2017,42,,-,0,,1,,1,,2,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2017,42,,-,0,,2,,11,,9,,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WISCONSIN,2017,42,,-,1,,4,,46,,22,,,-,6,,58,,554,,523,,,-,0,,4,,37,,45,,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
E.N. CENTRAL,2017,42,,-,1,,8,,85,,68,,,-,7,,58,,577,,542,,,-,1,,9,,73,,69,,,
NEW MEXICO,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UTAH,2017,42,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2017,42,,-,0,,2,,10,,11,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"TEXAS
(31.827233, -99.423022)",
PUERTO RICO,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2017,42,,-,0,,0,,,-,4,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VERMONT,2017,42,,-,0,,2,,8,,3,,1,,3,,31,,289,,154,,,-,0,,1,,5,,2,,"VERMONT
(43.622479, -72.51927)",
PACIFIC,2017,42,,-,0,,1,,1,,2,,,-,0,,0,,,-,7,,,-,0,,4,,10,,1,,,
MAINE,2017,42,,-,0,,3,,8,,5,,3,,7,,32,,391,,295,,,-,0,,1,,6,,4,,"MAINE
(45.252223, -68.986647)",
IDAHO,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2017,42,,-,0,,60,,20,,1,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2017,42,,-,0,,2,,13,,8,,,-,0,,1,,4,,6,,,-,0,,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
CONNECTICUT,2017,42,,-,0,,0,,,-,1,,,-,0,,8,,,-,68,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2017,42,,-,0,,4,,45,,35,,,-,0,,1,,6,,7,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
E.S. CENTRAL,2017,42,,-,1,,15,,167,,150,,,-,0,,4,,22,,17,,,-,0,,2,,9,,10,,,
MINNESOTA,2017,42,,-,0,,0,,,-,6,,,-,0,,31,,,-,627,,,-,0,,2,,,-,31,,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,4,,10,,1,,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2017,42,,-,1,,8,,61,,42,,,-,0,,1,,2,,1,,,-,0,,2,,3,,1,,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
W.N. CENTRAL,2017,42,,-,3,,30,,339,,288,,,-,0,,32,,38,,662,,,-,0,,5,,15,,45,,,
UNITED STATES,2017,42,8,,15,,139,,1269,,1161,,26,,60,,265,,3433,,3421,,,-,3,,16,,169,,178,,,
TENNESSEE,2017,42,,-,1,,8,,86,,89,,,-,0,,4,,14,,11,,,-,0,,1,,3,,6,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2017,42,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2017,42,,-,0,,2,,2,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2017,42,2,,3,,67,,201,,192,,,-,0,,3,,6,,11,,,-,0,,0,,,-,1,,,
IOWA,2017,42,,-,0,,2,,9,,3,,,-,0,,1,,5,,7,,,-,0,,1,,3,,2,,"IOWA
(42.46942, -93.815856)",
MID. ATLANTIC,2017,42,5,,3,,65,,199,,164,,22,,19,,86,,1169,,746,,,-,1,,5,,36,,33,,,
GUAM,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
FLORIDA,2017,42,,-,0,,2,,15,,22,,,-,0,,2,,9,,6,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2017,42,,-,0,,1,,10,,9,,,-,7,,81,,836,,691,,,-,0,,1,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2017,42,,-,0,,10,,66,,74,,,-,2,,11,,105,,95,,,-,0,,1,,9,,7,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2017,42,1,,1,,8,,79,,85,,,-,0,,2,,11,,12,,,-,0,,1,,3,,6,,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2017,42,,-,0,,9,,28,,36,,,-,1,,11,,52,,128,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2017,42,,-,0,,1,,1,,2,,,-,0,,4,,15,,9,,,-,0,,2,,2,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2017,42,,-,0,,5,,55,,59,,,-,0,,2,,9,,14,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
C.N.M.I.,2017,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK,2017,42,4,,2,,64,,109,,72,,21,,16,,75,,981,,566,,,-,0,,4,,24,,13,,"NEW YORK
(42.826892, -75.544286)",
ALABAMA,2017,42,,-,0,,2,,9,,10,,,-,0,,1,,6,,5,,,-,0,,0,,,-,3,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2017,42,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
AMER. SAMOA,2017,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
KANSAS,2017,42,,-,0,,4,,45,,51,,,-,0,,1,,1,,4,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2017,42,,-,0,,1,,3,,6,,,-,0,,1,,7,,54,,,-,0,,1,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGIN ISL.,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2017,42,,-,0,,3,,23,,14,,,-,0,,2,,7,,4,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
MOUNTAIN,2017,42,,-,0,,0,,,-,1,,,-,0,,1,,3,,1,,,-,0,,1,,3,,2,,,
MISSOURI,2017,42,,-,2,,28,,284,,219,,,-,0,,3,,16,,12,,,-,0,,2,,10,,8,,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,34,,24,,"INDIANA
(39.76845, -86.156212)",
NEW ENGLAND,2017,43,1,,1,,13,,62,,61,,22,,22,,148,,1627,,1426,,1,,0,,2,,15,,6,,,
LOUISIANA,2017,43,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2017,43,5,,14,,139,,1290,,1173,,33,,61,,268,,3502,,3502,,1,,3,,16,,176,,181,,,
E.S. CENTRAL,2017,43,,-,1,,15,,168,,150,,,-,0,,4,,22,,17,,,-,0,,2,,9,,10,,,
E.N. CENTRAL,2017,43,,-,1,,8,,88,,69,,,-,7,,58,,584,,553,,,-,0,,9,,80,,71,,,
MISSISSIPPI,2017,43,,-,0,,2,,11,,9,,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2017,43,2,,3,,13,,177,,178,,,-,0,,1,,5,,10,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
W.S. CENTRAL,2017,43,2,,4,,67,,207,,193,,,-,0,,3,,6,,11,,,-,0,,0,,,-,1,,,
VIRGIN ISL.,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UTAH,2017,43,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
DELAWARE,2017,43,,-,0,,3,,23,,14,,,-,0,,2,,7,,4,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2017,43,,-,0,,1,,1,,2,,,-,0,,4,,15,,9,,,-,0,,2,,2,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2017,43,,-,0,,0,,,-,1,,,-,0,,8,,2,,71,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MOUNTAIN,2017,43,,-,0,,0,,,-,1,,,-,0,,1,,3,,1,,,-,0,,1,,3,,2,,,
RHODE ISLAND,2017,43,,-,0,,12,,32,,37,,,-,1,,16,,57,,129,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PACIFIC,2017,43,,-,0,,1,,2,,2,,,-,0,,0,,,-,7,,,-,0,,4,,10,,1,,,
MINNESOTA,2017,43,,-,0,,0,,,-,6,,,-,0,,31,,,-,637,,,-,0,,2,,,-,31,,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2017,43,,-,0,,0,,,-,4,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK CITY,2017,43,1,,0,,4,,25,,12,,3,,0,,12,,83,,39,,,-,0,,1,,3,,,-,,
WISCONSIN,2017,43,,-,1,,4,,47,,22,,,-,6,,58,,562,,534,,,-,0,,4,,43,,47,,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2017,43,,-,1,,8,,87,,89,,,-,0,,4,,14,,11,,,-,0,,1,,3,,6,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2017,43,,-,0,,2,,15,,23,,,-,0,,2,,9,,6,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2017,43,,-,0,,0,,,-,1,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
IOWA,2017,43,,-,0,,2,,9,,3,,,-,0,,1,,5,,8,,,-,0,,1,,3,,2,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2017,43,,-,0,,5,,56,,59,,,-,0,,2,,9,,14,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MID. ATLANTIC,2017,43,2,,3,,65,,202,,171,,11,,20,,86,,1179,,768,,,-,1,,5,,36,,34,,,
GEORGIA,2017,43,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,4,,10,,1,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2017,43,,-,0,,4,,26,,31,,,-,0,,1,,8,,8,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
W.N. CENTRAL,2017,43,,-,3,,30,,339,,288,,,-,0,,32,,38,,673,,,-,0,,5,,15,,45,,,
MARYLAND,2017,43,,-,0,,4,,45,,35,,,-,0,,1,,6,,7,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2017,43,,-,0,,4,,45,,51,,,-,0,,1,,1,,4,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
VERMONT,2017,43,1,,0,,2,,9,,3,,3,,3,,34,,312,,157,,,-,0,,1,,5,,2,,"VERMONT
(43.622479, -72.51927)",
OHIO,2017,43,,-,0,,2,,13,,8,,,-,0,,1,,4,,6,,,-,0,,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
WYOMING,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2017,43,,-,0,,2,,9,,10,,,-,0,,1,,6,,5,,,-,0,,0,,,-,3,,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2017,43,1,,2,,64,,110,,79,,8,,17,,75,,989,,584,,,-,0,,4,,24,,14,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2017,43,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2017,43,,-,1,,8,,80,,86,,,-,0,,2,,11,,13,,,-,0,,1,,3,,6,,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2017,43,,-,0,,3,,8,,5,,19,,6,,32,,412,,307,,1,,0,,1,,6,,4,,"MAINE
(45.252223, -68.986647)",
TEXAS,2017,43,,-,0,,2,,10,,11,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"TEXAS
(31.827233, -99.423022)",
NEW HAMPSHIRE,2017,43,,-,0,,1,,3,,6,,,-,0,,1,,8,,54,,,-,0,,1,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
S. ATLANTIC,2017,43,,-,2,,15,,222,,238,,,-,1,,5,,43,,46,,,-,0,,2,,8,,11,,,
WEST VIRGINIA,2017,43,,-,0,,2,,2,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
C.N.M.I.,2017,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PENNSYLVANIA,2017,43,,-,0,,1,,,-,6,,,-,0,,4,,2,,48,,,-,0,,1,,,-,13,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2017,43,,-,0,,8,,61,,42,,,-,0,,1,,2,,1,,,-,0,,2,,3,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,43,,-,0,,0,,,-,7,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2017,43,,-,0,,60,,20,,1,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2017,43,,-,2,,28,,284,,219,,,-,0,,3,,16,,12,,,-,0,,2,,10,,8,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2017,43,,-,0,,1,,2,,2,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
AMER. SAMOA,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MASSACHUSETTS,2017,43,,-,0,,1,,10,,9,,,-,6,,81,,836,,708,,,-,0,,1,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2017,43,,-,0,,1,,2,,8,,,-,0,,2,,10,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2017,43,,-,0,,10,,67,,74,,,-,1,,11,,105,,97,,,-,0,,1,,9,,7,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2017,44,,-,0,,2,,9,,10,,,-,0,,1,,6,,5,,,-,0,,0,,,-,3,,"ALABAMA
(32.839182, -86.631125)",
NEW ENGLAND,2017,44,1,,1,,13,,66,,62,,23,,25,,148,,1722,,1468,,,-,0,,2,,16,,6,,,
NORTH DAKOTA,2017,44,,-,0,,1,,1,,2,,,-,0,,4,,15,,9,,,-,0,,2,,2,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
HAWAII,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
E.S. CENTRAL,2017,45,,-,1,,15,,172,,150,,,-,0,,4,,23,,19,,,-,0,,2,,10,,10,,,
ILLINOIS,2017,44,,-,0,,4,,26,,31,,,-,0,,1,,8,,8,,,-,0,,1,,2,,,-,"ILLINOIS
(40.477092, -88.993221)",
OREGON,2017,44,,-,0,,1,,2,,2,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2017,44,,-,1,,4,,48,,23,,,-,6,,58,,567,,564,,,-,0,,5,,45,,48,,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2017,44,,-,0,,1,,1,,6,,,-,0,,4,,2,,48,,,-,0,,1,,,-,14,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2017,44,1,,0,,2,,10,,3,,2,,3,,34,,320,,158,,,-,0,,1,,5,,2,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2017,44,,-,0,,1,,3,,6,,,-,0,,7,,24,,54,,,-,0,,1,,3,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2017,44,,-,1,,5,,59,,60,,,-,0,,2,,9,,14,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2017,44,1,,1,,8,,81,,86,,,-,0,,2,,11,,13,,,-,0,,1,,3,,6,,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2017,44,,-,0,,2,,2,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2017,44,6,,15,,139,,1314,,1179,,45,,58,,268,,3645,,3600,,,-,3,,16,,177,,184,,,
UTAH,2017,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
IOWA,2017,44,,-,0,,2,,9,,4,,,-,0,,3,,10,,8,,,-,0,,1,,2,,2,,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,4,,10,,1,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGIN ISL.,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARIZONA,2017,44,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,,-,0,,0,,,-,2,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK CITY,2017,44,1,,0,,4,,26,,12,,2,,0,,12,,85,,39,,,-,0,,1,,3,,,-,,
MAINE,2017,44,,-,0,,3,,8,,5,,21,,6,,32,,437,,321,,,-,0,,1,,6,,4,,"MAINE
(45.252223, -68.986647)",
E.N. CENTRAL,2017,44,,-,1,,8,,90,,70,,,-,6,,58,,590,,583,,,-,0,,9,,84,,72,,,
E.S. CENTRAL,2017,44,,-,1,,15,,169,,150,,,-,0,,4,,23,,17,,,-,0,,2,,9,,10,,,
MOUNTAIN,2017,44,,-,0,,0,,,-,1,,,-,0,,1,,6,,1,,,-,0,,0,,,-,2,,,
W.S. CENTRAL,2017,44,2,,4,,67,,209,,195,,,-,0,,3,,6,,11,,,-,0,,0,,,-,1,,,
ALASKA,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2017,44,,-,0,,0,,,-,1,,,-,0,,8,,2,,79,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2017,44,1,,0,,3,,24,,14,,,-,0,,2,,7,,4,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
GUAM,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
NEW YORK,2017,44,,-,2,,64,,110,,79,,20,,16,,75,,1010,,595,,,-,0,,4,,24,,14,,"NEW YORK
(42.826892, -75.544286)",
OHIO,2017,44,,-,0,,2,,14,,8,,,-,0,,1,,5,,6,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
KANSAS,2017,44,,-,0,,4,,45,,51,,,-,0,,1,,1,,4,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
