 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Current week","Haemophilus influenzae invasive§, All ages, all serotypes, Current week, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016, flag",Location 1,Location 2
HAWAII,2017,40,1,,1,,5,,43,,35,,,-,27,,50,,975,,1057,,,-,0,,3,,19,,30,,,
TENNESSEE,2017,40,,N,0,,0,,,N,,N,61,,221,,343,,9019,,7785,,,-,3,,7,,110,,123,,,
MICHIGAN,2017,40,,-,10,,27,,393,,445,,55,,266,,337,,9624,,9179,,,-,3,,9,,136,,142,,,
PENNSYLVANIA,2017,40,10,,10,,22,,388,,473,,215,,305,,535,,13248,,11114,,2,,5,,11,,208,,187,,,
WASHINGTON,2017,40,48,,3,,672,,376,,,-,200,,142,,208,,5570,,6204,,1,,0,,9,,5,,,-,,
NEW YORK CITY,2017,40,15,,18,,34,,704,,698,,290,,437,,515,,17726,,14269,,4,,2,,6,,86,,85,,,
MASSACHUSETTS,2017,40,,-,10,,21,,386,,453,,,-,129,,187,,5037,,3559,,,-,2,,10,,95,,112,,,
VERMONT,2017,40,,N,0,,0,,,N,,N,1,,2,,10,,81,,98,,,-,0,,2,,8,,10,,,
MOUNTAIN,2017,40,26,,24,,42,,976,,949,,184,,596,,770,,23657,,20571,,2,,8,,20,,314,,284,,,
KENTUCKY,2017,40,,N,0,,0,,,N,,N,126,,140,,275,,5598,,3841,,,-,1,,6,,61,,44,,,
MISSOURI,2017,40,4,,5,,12,,195,,275,,189,,240,,306,,9822,,8711,,1,,3,,9,,105,,117,,,
KANSAS,2017,40,,-,2,,4,,66,,88,,6,,81,,111,,3318,,2490,,,-,1,,5,,40,,48,,,
NEBRASKA,2017,40,,-,2,,6,,81,,99,,12,,47,,77,,1879,,1622,,,-,1,,4,,30,,26,,,
MINNESOTA,2017,40,,-,0,,18,,,-,534,,9,,117,,156,,4681,,3849,,,-,0,,7,,7,,84,,,
CONNECTICUT,2017,40,,-,4,,8,,158,,218,,13,,66,,130,,2213,,1806,,,-,1,,4,,48,,45,,,
MID. ATLANTIC,2017,40,41,,50,,77,,1869,,2286,,809,,1135,,1351,,45644,,38806,,10,,15,,29,,596,,552,,,
WEST VIRGINIA,2017,40,,-,0,,5,,21,,77,,16,,23,,40,,1009,,668,,1,,1,,3,,28,,26,,"WEST, VIRGINIA
(37.777076, -79.001402)",
MISSISSIPPI,2017,40,,N,0,,0,,,N,,N,,-,146,,336,,5445,,5162,,1,,1,,4,,43,,46,,,
GEORGIA,2017,40,,-,11,,22,,342,,580,,140,,419,,491,,16597,,15632,,,-,4,,10,,150,,139,,,
MAINE,2017,40,4,,2,,7,,85,,111,,,-,7,,32,,290,,354,,,-,0,,2,,21,,23,,,
AMER. SAMOA,2017,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ALABAMA,2017,40,1,,4,,8,,144,,189,,,-,200,,309,,8262,,6551,,,-,1,,5,,62,,69,,,
W.S. CENTRAL,2017,40,4,,5,,20,,168,,289,,1127,,1355,,1707,,53488,,50673,,1,,9,,48,,397,,378,,,
NEW ENGLAND,2017,40,6,,20,,34,,744,,923,,67,,233,,440,,8729,,6485,,,-,5,,17,,201,,211,,,
UTAH,2017,40,,-,3,,11,,155,,125,,,-,45,,67,,1841,,1625,,,-,1,,4,,43,,27,,,
RHODE ISLAND,2017,40,2,,1,,9,,33,,58,,46,,11,,213,,703,,359,,,-,0,,12,,11,,4,,,
VIRGIN ISL.,2017,40,,-,0,,0,,,-,,-,,-,0,,3,,8,,30,,,-,0,,0,,,-,,-,,
GUAM,2017,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
CALIFORNIA,2017,40,12,,56,,83,,2231,,2078,,761,,1397,,1593,,55665,,47994,,,-,1,,4,,38,,33,,,
PUERTO RICO,2017,40,,-,0,,1,,3,,21,,,-,10,,24,,366,,577,,,-,0,,2,,3,,5,,,
FLORIDA,2017,40,,-,19,,32,,770,,888,,315,,609,,903,,23395,,20817,,7,,5,,11,,222,,251,,,
NEVADA,2017,40,,-,1,,3,,25,,57,,62,,88,,122,,3413,,3248,,,-,1,,3,,29,,27,,,
ALASKA,2017,41,1,,2,,6,,73,,66,,,-,38,,55,,1313,,1073,,,-,0,,1,,12,,16,,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2017,41,,-,11,,22,,342,,600,,194,,420,,493,,17145,,16044,,1,,4,,10,,160,,142,,"GEORGIA
(32.836038, -83.631709)",
C.N.M.I.,2017,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DIST. OF COL.,2017,41,,-,0,,3,,13,,47,,,-,83,,207,,3446,,2492,,,-,0,,1,,11,,15,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
COLORADO,2017,41,9,,10,,19,,396,,363,,,-,143,,231,,5465,,4543,,2,,2,,5,,68,,56,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2017,41,1,,4,,23,,184,,242,,,-,224,,1530,,9346,,8256,,,-,2,,15,,104,,98,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2017,41,,-,2,,6,,87,,96,,,-,23,,31,,804,,1013,,,-,0,,2,,15,,19,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WYOMING,2017,41,,-,1,,3,,24,,39,,,-,6,,13,,253,,203,,,-,0,,1,,,-,5,,"WYOMING
(43.23558, -108.110518)",
HAWAII,2017,41,,-,1,,5,,43,,35,,,-,26,,50,,975,,1079,,,-,0,,3,,19,,31,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2017,41,2,,5,,12,,199,,283,,196,,241,,310,,10108,,8966,,1,,2,,9,,106,,118,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2017,41,,-,19,,32,,781,,914,,365,,616,,903,,24112,,21389,,5,,5,,11,,227,,251,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2017,41,1,,4,,9,,148,,196,,,-,200,,309,,8262,,6714,,,-,1,,5,,62,,72,,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2017,41,1,,3,,7,,112,,96,,241,,225,,409,,8797,,7618,,3,,2,,8,,104,,97,,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2017,41,,N,0,,0,,,N,,N,14,,140,,182,,5540,,5970,,2,,2,,8,,88,,58,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2017,41,,-,3,,11,,155,,129,,,-,45,,67,,1841,,1668,,,-,1,,4,,43,,28,,"UTAH
(39.359772, -111.584173)",
DELAWARE,2017,41,,-,0,,3,,17,,14,,36,,34,,58,,1375,,1289,,,-,0,,3,,18,,15,,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2017,41,5,,3,,9,,125,,145,,11,,17,,39,,719,,493,,,-,0,,3,,20,,24,,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2017,41,11,,4,,672,,387,,,-,159,,142,,208,,5729,,6375,,,-,0,,9,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2017,41,,-,3,,8,,114,,167,,90,,208,,295,,8855,,7405,,,-,2,,9,,74,,84,,"INDIANA
(39.76845, -86.156212)",
MOUNTAIN,2017,41,16,,24,,42,,1000,,978,,313,,597,,770,,24301,,21165,,5,,8,,20,,319,,292,,,
NEW YORK CITY,2017,41,17,,17,,34,,721,,714,,234,,439,,518,,18151,,14672,,1,,2,,6,,87,,88,,,
CALIFORNIA,2017,41,6,,50,,80,,2085,,2133,,716,,1402,,1599,,57174,,49439,,,-,1,,4,,39,,33,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2017,41,,-,0,,5,,21,,77,,29,,23,,40,,1044,,694,,,-,1,,3,,29,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2017,41,,-,5,,13,,205,,212,,41,,61,,94,,2653,,2003,,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
MAINE,2017,41,1,,2,,7,,86,,112,,,-,7,,32,,290,,361,,,-,0,,2,,21,,25,,"MAINE
(45.252223, -68.986647)",
MICHIGAN,2017,41,1,,10,,27,,403,,464,,39,,270,,337,,10232,,9424,,,-,3,,9,,136,,143,,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2017,41,5,,8,,42,,427,,726,,135,,139,,182,,5804,,5031,,,-,2,,6,,68,,98,,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2017,41,,-,0,,18,,,-,552,,15,,117,,160,,4870,,3953,,,-,0,,7,,7,,86,,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2017,41,,-,10,,21,,386,,467,,,-,129,,187,,5037,,3671,,,-,2,,10,,95,,112,,"MASSACHUSETTS
(42.268546, -72.085064)",
AMER. SAMOA,2017,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW MEXICO,2017,41,,-,2,,9,,64,,52,,9,,79,,130,,3137,,2585,,,-,1,,4,,36,,42,,"NEW MEXICO
(34.520396, -106.244402)",
W.S. CENTRAL,2017,41,3,,5,,20,,172,,301,,1048,,1356,,1709,,54775,,52184,,9,,10,,48,,417,,389,,,
OREGON,2017,41,3,,6,,16,,266,,275,,129,,91,,135,,3856,,3235,,1,,2,,7,,91,,65,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2017,41,,N,0,,0,,,N,,N,,-,280,,483,,10819,,16569,,,-,4,,12,,164,,162,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2017,41,,N,0,,0,,,N,,N,217,,146,,336,,5668,,5303,,2,,1,,4,,45,,47,,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2017,41,,-,4,,8,,167,,221,,4,,66,,130,,2238,,1858,,,-,1,,4,,48,,47,,"CONNECTICUT
(41.544654, -72.651713)",
E.S. CENTRAL,2017,41,1,,4,,9,,148,,196,,424,,712,,974,,28764,,23993,,4,,7,,13,,283,,291,,,
OHIO,2017,41,16,,6,,135,,332,,229,,218,,439,,493,,17830,,15821,,5,,4,,8,,173,,139,,"OHIO
(40.056807, -82.405897)",
VERMONT,2017,41,,N,0,,0,,,N,,N,,-,2,,10,,81,,101,,,-,0,,2,,8,,10,,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2017,41,16,,15,,36,,633,,784,,214,,199,,531,,8048,,7469,,4,,4,,15,,202,,173,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2017,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2017,41,,N,0,,0,,,N,,N,144,,141,,275,,5752,,3970,,1,,1,,6,,62,,45,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2017,41,2,,3,,7,,115,,120,,276,,218,,955,,9803,,7168,,,-,2,,10,,123,,71,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2017,41,,-,2,,4,,66,,90,,24,,81,,111,,3435,,2562,,,-,1,,5,,40,,49,,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2017,41,,-,0,,0,,,-,,-,,-,391,,461,,10925,,15268,,2,,3,,10,,136,,140,,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2017,41,,-,1,,9,,33,,62,,16,,12,,213,,719,,370,,,-,0,,12,,11,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2017,41,3,,3,,18,,114,,132,,13,,90,,215,,3583,,4336,,3,,1,,4,,44,,41,,"ARKANSAS
(34.748745, -92.275105)",
MID. ATLANTIC,2017,41,40,,50,,71,,1912,,2352,,749,,1136,,1351,,46753,,39896,,11,,15,,29,,610,,569,,,
NEBRASKA,2017,41,,-,2,,6,,81,,100,,11,,47,,77,,1897,,1659,,,-,0,,4,,30,,26,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2017,41,112,,255,,982,,10380,,12443,,5327,,9866,,12294,,394698,,359493,,45,,98,,215,,3733,,3704,,,
LOUISIANA,2017,41,,-,1,,10,,58,,169,,202,,222,,517,,9609,,8340,,,-,1,,4,,38,,49,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2017,41,1,,2,,7,,96,,95,,,-,15,,24,,573,,722,,,-,0,,3,,19,,12,,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2017,41,,-,0,,1,,3,,21,,,-,10,,23,,366,,586,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2017,41,3,,3,,8,,131,,186,,97,,184,,398,,7136,,6531,,1,,2,,11,,100,,98,,"MARYLAND
(39.290443, -76.612333)",
VIRGIN ISL.,2017,41,,-,0,,0,,,-,,-,,-,0,,3,,8,,31,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2017,41,,-,0,,4,,20,,40,,,-,16,,34,,641,,826,,,-,0,,2,,13,,22,,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2017,41,6,,43,,71,,1604,,2200,,997,,2131,,3743,,84332,,79131,,9,,21,,39,,908,,857,,,
TEXAS,2017,41,,N,0,,0,,,N,,N,819,,869,,1212,,36043,,33538,,4,,6,,38,,247,,241,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2017,41,7,,10,,22,,398,,489,,226,,305,,535,,13556,,11421,,6,,5,,11,,217,,191,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW ENGLAND,2017,41,1,,20,,35,,756,,948,,23,,233,,440,,8778,,6691,,,-,5,,17,,202,,215,,,
PACIFIC,2017,41,21,,69,,727,,2854,,2509,,1004,,1701,,2000,,69047,,61201,,1,,4,,13,,166,,145,,,
NEW JERSEY,2017,41,,-,5,,15,,160,,365,,75,,173,,231,,6998,,6334,,,-,3,,7,,104,,117,,"NEW JERSEY
(40.104655, -74.386686)",
E.N. CENTRAL,2017,41,22,,28,,150,,1276,,1586,,482,,1359,,1603,,53540,,54250,,5,,16,,36,,615,,626,,,
W.N. CENTRAL,2017,41,2,,18,,35,,658,,1373,,287,,592,,725,,24408,,20982,,1,,6,,18,,213,,320,,,
NEW HAMPSHIRE,2017,41,,-,2,,5,,84,,86,,3,,11,,24,,413,,330,,,-,0,,2,,19,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2017,41,,N,0,,0,,,N,,N,63,,221,,343,,9082,,8006,,1,,3,,7,,114,,127,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2017,41,,-,1,,3,,28,,59,,52,,88,,122,,3516,,3333,,,-,1,,3,,29,,28,,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2017,42,,N,0,,0,,,N,,N,186,,144,,275,,5978,,4079,,,-,1,,6,,62,,47,,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2017,42,,-,2,,6,,73,,69,,,-,38,,55,,1313,,1121,,,-,0,,1,,12,,16,,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2017,42,,-,0,,14,,,-,562,,13,,117,,160,,4962,,4066,,,-,0,,7,,7,,87,,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2017,42,2,,4,,23,,189,,247,,,-,224,,1530,,9346,,8339,,2,,2,,15,,106,,100,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2017,42,4,,3,,9,,129,,148,,,-,16,,39,,719,,498,,1,,0,,3,,21,,24,,"IDAHO
(43.680635, -114.364237)",
NEVADA,2017,42,,-,1,,3,,30,,61,,18,,88,,122,,3556,,3420,,,-,1,,3,,29,,28,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2017,42,5,,10,,27,,433,,478,,30,,270,,337,,10621,,9761,,,-,3,,9,,141,,147,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2017,42,6,,6,,135,,338,,230,,239,,439,,510,,18335,,16251,,3,,4,,8,,176,,145,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2017,42,23,,15,,36,,655,,802,,270,,199,,531,,8313,,7688,,6,,4,,15,,208,,178,,"NEW YORK
(42.826892, -75.544286)",
W.S. CENTRAL,2017,42,3,,4,,20,,176,,314,,1357,,1351,,1710,,56398,,53486,,7,,10,,48,,427,,394,,,
PUERTO RICO,2017,42,,-,0,,1,,3,,21,,,-,10,,23,,372,,598,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2017,42,2,,3,,9,,150,,204,,,-,200,,309,,8262,,6868,,,-,1,,5,,62,,72,,"ALABAMA
(32.839182, -86.631125)",
DIST. OF COL.,2017,42,,-,0,,3,,13,,49,,,-,82,,207,,3446,,2602,,,-,0,,1,,11,,15,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MASSACHUSETTS,2017,42,1,,10,,21,,420,,475,,,-,129,,187,,5037,,3805,,,-,2,,10,,102,,115,,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2017,42,,-,4,,9,,177,,228,,5,,66,,130,,2289,,1940,,,-,1,,4,,50,,47,,"CONNECTICUT
(41.544654, -72.651713)",
S. ATLANTIC,2017,42,4,,42,,71,,1632,,2252,,904,,2137,,3743,,86210,,81125,,10,,21,,39,,925,,871,,,
RHODE ISLAND,2017,42,,-,1,,9,,34,,64,,14,,12,,213,,736,,380,,,-,0,,12,,11,,5,,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2017,42,3,,3,,18,,118,,136,,125,,88,,215,,3731,,4482,,,-,1,,4,,44,,42,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2017,42,,-,2,,9,,65,,54,,10,,80,,130,,3255,,2645,,,-,1,,4,,37,,43,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2017,42,,-,2,,6,,87,,102,,,-,22,,31,,804,,1041,,,-,0,,2,,15,,19,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2017,42,,-,1,,5,,44,,35,,5,,26,,50,,1070,,1129,,,-,0,,3,,22,,31,,"HAWAII
(21.30992, -157.858158)",
NEW ENGLAND,2017,42,4,,20,,39,,807,,968,,21,,235,,440,,8862,,6936,,,-,5,,17,,211,,221,,,
WISCONSIN,2017,42,7,,8,,42,,441,,736,,146,,139,,182,,5982,,5149,,,-,2,,6,,68,,100,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2017,42,13,,50,,80,,2139,,2174,,754,,1404,,1598,,58768,,50828,,,-,1,,4,,40,,34,,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2017,42,,-,11,,22,,342,,618,,142,,421,,496,,17514,,16435,,1,,4,,10,,163,,143,,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2017,42,,N,0,,0,,,N,,N,254,,151,,336,,5929,,5413,,,-,1,,4,,46,,48,,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2017,42,9,,10,,22,,410,,501,,194,,304,,535,,13840,,11733,,4,,5,,12,,229,,195,,"PENNSYLVANIA
(40.789676, -77.858055)",
PACIFIC,2017,42,35,,70,,727,,2932,,2557,,868,,1706,,2000,,70845,,62955,,1,,4,,13,,172,,148,,,
MOUNTAIN,2017,42,16,,24,,42,,1019,,1007,,347,,603,,769,,24947,,21699,,4,,8,,20,,329,,296,,,
TENNESSEE,2017,42,,N,0,,0,,,N,,N,,-,221,,343,,9082,,8243,,,-,3,,7,,114,,127,,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2017,42,,N,0,,0,,,N,,N,27,,283,,483,,11449,,16996,,,-,4,,12,,167,,164,,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
E.N. CENTRAL,2017,42,18,,28,,150,,1329,,1615,,546,,1363,,1603,,55493,,55758,,3,,16,,36,,635,,640,,,
VIRGIN ISL.,2017,42,,-,0,,0,,,-,,-,,-,0,,3,,8,,32,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
E.S. CENTRAL,2017,42,2,,3,,9,,150,,204,,440,,712,,973,,29251,,24603,,,-,7,,13,,284,,294,,,
LOUISIANA,2017,42,,-,1,,9,,58,,178,,292,,222,,517,,9907,,8555,,,-,1,,4,,38,,50,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2017,42,2,,3,,7,,114,,99,,282,,229,,418,,9161,,7846,,,-,2,,8,,104,,98,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2017,42,1,,3,,7,,119,,125,,316,,218,,955,,10123,,7310,,,-,2,,10,,123,,73,,"SOUTH CAROLINA
(34.009286, -81.037094)",
AMER. SAMOA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
COLORADO,2017,42,8,,10,,19,,404,,376,,,-,143,,231,,5465,,4641,,3,,2,,5,,71,,57,,"COLORADO
(38.841772, -106.132562)",
TEXAS,2017,42,,N,0,,0,,,N,,N,912,,866,,1212,,36999,,34346,,5,,6,,38,,255,,242,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2017,42,,-,0,,4,,23,,40,,4,,16,,27,,680,,843,,,-,0,,2,,13,,22,,"NORTH DAKOTA
(47.475879, -100.121011)",
MID. ATLANTIC,2017,42,50,,50,,71,,1974,,2416,,855,,1136,,1351,,48024,,41051,,12,,15,,30,,632,,587,,,
WEST VIRGINIA,2017,42,,-,0,,5,,21,,77,,19,,23,,40,,1064,,711,,1,,1,,3,,31,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2017,42,,-,19,,32,,799,,929,,280,,617,,903,,24719,,21946,,4,,5,,11,,231,,255,,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2017,42,,N,0,,0,,,N,,N,,-,2,,10,,84,,105,,,-,0,,2,,8,,11,,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2017,42,18,,6,,672,,404,,,-,2,,142,,208,,5731,,6548,,,-,0,,9,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2017,42,,-,0,,3,,17,,15,,29,,34,,58,,1404,,1320,,,-,0,,3,,18,,15,,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2017,42,,-,5,,12,,199,,290,,173,,244,,311,,10393,,9205,,,-,2,,9,,106,,121,,"MISSOURI
(38.636168, -92.566292)",
OKLAHOMA,2017,42,,N,0,,0,,,N,,N,28,,142,,182,,5761,,6103,,2,,2,,8,,90,,60,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2017,42,1,,3,,8,,132,,192,,118,,188,,398,,7364,,6754,,2,,2,,11,,103,,100,,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2017,42,,-,2,,6,,81,,100,,33,,47,,77,,1967,,1694,,,-,0,,4,,30,,28,,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2017,42,,-,2,,4,,69,,91,,4,,81,,112,,3514,,2643,,,-,1,,5,,42,,49,,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2017,42,,-,0,,0,,,-,,-,,-,389,,462,,11230,,15708,,,-,3,,10,,139,,143,,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2017,42,,-,3,,11,,155,,132,,36,,45,,66,,1958,,1706,,,-,1,,4,,48,,28,,"UTAH
(39.359772, -111.584173)",
C.N.M.I.,2017,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MONTANA,2017,42,2,,2,,7,,98,,97,,,-,15,,24,,573,,738,,,-,0,,3,,19,,12,,"MONTANA
(47.062617, -109.430168)",
NEW YORK CITY,2017,42,18,,17,,34,,739,,734,,314,,441,,521,,18698,,15118,,2,,2,,6,,89,,90,,,
IOWA,2017,42,,-,5,,13,,205,,216,,,-,61,,94,,2653,,2044,,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
WYOMING,2017,42,,-,0,,3,,24,,40,,1,,6,,13,,260,,205,,,-,0,,1,,,-,6,,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2017,42,,-,2,,5,,87,,86,,2,,11,,24,,426,,332,,,-,0,,2,,19,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2017,42,,-,3,,8,,117,,171,,104,,208,,295,,9106,,7601,,,-,2,,9,,83,,84,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2017,42,,-,5,,15,,170,,379,,77,,173,,231,,7173,,6512,,,-,3,,7,,106,,124,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2017,42,132,,255,,982,,10683,,12734,,5565,,9914,,12294,,405003,,369149,,37,,98,,215,,3830,,3777,,,
OREGON,2017,42,4,,6,,16,,272,,279,,107,,91,,135,,3963,,3329,,1,,2,,7,,93,,67,,"OREGON
(44.567912, -120.156945)",
W.N. CENTRAL,2017,42,,-,17,,30,,664,,1401,,227,,596,,725,,24973,,21536,,,-,6,,18,,215,,326,,,
MAINE,2017,42,3,,2,,7,,89,,115,,,-,7,,32,,290,,374,,,-,0,,2,,21,,26,,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2017,43,,-,0,,14,,,-,572,,16,,117,,160,,5088,,4189,,,-,0,,7,,7,,88,,"MINNESOTA
(46.357661, -94.793397)",
CONNECTICUT,2017,43,2,,4,,9,,183,,234,,1,,66,,130,,2370,,2014,,,-,1,,4,,50,,47,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGIN ISL.,2017,43,,-,0,,0,,,-,,-,,-,0,,3,,8,,32,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ILLINOIS,2017,43,,N,0,,0,,,N,,N,28,,284,,483,,11769,,17460,,,-,4,,12,,169,,166,,"ILLINOIS
(40.477092, -88.993221)",
GEORGIA,2017,43,,-,10,,22,,342,,640,,169,,421,,498,,17898,,16852,,1,,4,,10,,165,,145,,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2017,43,8,,10,,19,,412,,386,,,-,143,,231,,5465,,4767,,1,,2,,5,,72,,58,,"COLORADO
(38.841772, -106.132562)",
