 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2018","Giardiasis, Cum 2018, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2018","Gonorrhea, Cum 2018, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Current week","Haemophilus influenzae, invasive disease (all ages, all serotypes), Current week, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Med","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Med, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Max","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Max, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), all serotypes, Cum 2018","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2018, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2017","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2017, flag",Location 1,Location 2
WYOMING,2018,35,,-,0,,4,,24,,30,,,-,5,,15,,158,,259,,1,,0,,1,,5,,4,,"WYOMING
(43.23558, -108.110518)",
MAINE,2018,35,2,,2,,8,,75,,75,,,-,11,,25,,207,,382,,,-,0,,2,,15,,21,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2018,35,,-,18,,31,,639,,686,,376,,618,,850,,20864,,21437,,,-,6,,14,,229,,186,,"FLORIDA
(28.915325, -81.922409)",
AMER. SAMOA,2018,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NORTH CAROLINA,2018,35,,-,0,,0,,,-,,-,,-,429,,511,,13573,,15205,,,-,4,,12,,128,,124,,"NORTH CAROLINA
(35.47995, -79.180571)",
E.N. CENTRAL,2018,35,17,,30,,85,,1005,,1177,,546,,1434,,1898,,47291,,54590,,3,,19,,36,,544,,606,,,
UTAH,2018,35,,-,3,,10,,125,,151,,36,,51,,148,,1898,,1636,,,-,1,,4,,33,,44,,"UTAH
(39.359772, -111.584173)",
NEW YORK,2018,35,23,,16,,33,,522,,520,,230,,213,,452,,7055,,6657,,3,,5,,24,,155,,186,,"NEW YORK
(42.826892, -75.544286)",
NORTH DAKOTA,2018,35,,-,1,,5,,32,,24,,1,,19,,32,,697,,619,,,-,0,,2,,12,,9,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGIN ISL.,2018,35,,-,0,,0,,,-,,-,,-,0,,2,,15,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PUERTO RICO,2018,35,,-,0,,2,,,-,16,,,-,8,,18,,304,,478,,,-,0,,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2018,35,6,,4,,12,,147,,118,,,-,229,,345,,7818,,7594,,1,,2,,7,,64,,62,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2018,35,,-,10,,34,,262,,403,,147,,362,,521,,10918,,15743,,1,,3,,14,,137,,146,,"GEORGIA
(32.836038, -83.631709)",
MOUNTAIN,2018,35,21,,22,,44,,775,,883,,302,,710,,982,,23641,,22903,,4,,8,,16,,272,,300,,,
KENTUCKY,2018,35,,N,0,,0,,,N,,N,,-,24,,200,,531,,4817,,,-,2,,8,,72,,50,,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2018,35,5,,3,,8,,96,,105,,,-,190,,340,,5557,,6623,,2,,2,,9,,100,,91,,"MARYLAND
(39.290443, -76.612333)",
OREGON,2018,35,2,,6,,14,,219,,228,,108,,112,,149,,3867,,3114,,1,,2,,7,,67,,80,,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2018,35,5,,10,,46,,356,,391,,114,,151,,210,,4839,,4846,,,-,1,,5,,14,,72,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2018,35,,-,2,,6,,57,,77,,,-,25,,44,,669,,821,,,-,0,,3,,12,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MID. ATLANTIC,2018,35,49,,52,,75,,1692,,1818,,790,,1139,,1316,,38979,,38904,,5,,16,,38,,547,,570,,,
HAWAII,2018,35,,-,1,,2,,23,,41,,,-,21,,35,,378,,935,,,-,1,,4,,26,,20,,"HAWAII
(21.30992, -157.858158)",
W.S. CENTRAL,2018,35,2,,4,,17,,75,,209,,1041,,1422,,1964,,43598,,48078,,5,,13,,96,,470,,393,,,
NEW MEXICO,2018,35,,-,1,,4,,29,,65,,65,,90,,168,,3180,,2831,,1,,1,,4,,37,,34,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2018,35,5,,2,,6,,81,,88,,31,,48,,86,,1759,,1821,,,-,1,,3,,20,,30,,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2018,35,,-,1,,5,,22,,65,,22,,20,,39,,688,,894,,2,,1,,8,,41,,28,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW ENGLAND,2018,35,3,,19,,41,,626,,685,,13,,299,,7096,,15866,,8731,,,-,4,,20,,152,,197,,,
TENNESSEE,2018,35,,N,0,,0,,,N,,N,101,,266,,317,,8257,,8321,,,-,3,,11,,98,,114,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2018,35,2,,2,,8,,70,,83,,101,,88,,350,,2184,,3065,,1,,1,,11,,41,,39,,"ARKANSAS
(34.748745, -92.275105)",
PACIFIC,2018,35,8,,58,,718,,2014,,2082,,486,,1845,,2189,,61513,,61161,,1,,4,,10,,159,,152,,,
NEW JERSEY,2018,35,,-,5,,15,,133,,275,,,-,167,,251,,5334,,6323,,,-,3,,8,,113,,101,,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2018,35,,-,1,,5,,35,,29,,,-,22,,107,,681,,602,,,-,0,,7,,16,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW ENGLAND,2018,40,8,,20,,34,,819,,837,,45,,218,,385,,8053,,10303,,,-,4,,20,,183,,214,,,
INDIANA,2018,35,,-,3,,8,,101,,128,,46,,235,,302,,7633,,7675,,,-,4,,9,,102,,89,,"INDIANA
(39.76845, -86.156212)",
UNITED STATES,2018,35,134,,257,,931,,8260,,9602,,4888,,10245,,17159,,346891,,362197,,27,,103,,301,,3426,,3592,,,
VERMONT,2018,36,,N,0,,0,,,N,,N,,-,2,,14,,38,,104,,2,,0,,2,,15,,8,,"VERMONT
(43.622479, -72.51927)",
NEW ENGLAND,2018,36,18,,20,,36,,689,,715,,143,,260,,385,,8543,,8998,,3,,4,,20,,165,,199,,,
HAWAII,2018,36,,-,1,,2,,24,,41,,,-,23,,67,,954,,961,,1,,1,,4,,30,,20,,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2018,36,1,,3,,11,,122,,151,,,-,54,,156,,1211,,2556,,,-,0,,6,,16,,50,,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2018,36,10,,46,,69,,1548,,1800,,142,,1513,,1698,,52144,,50815,,,-,1,,5,,35,,40,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2018,36,13,,11,,22,,394,,385,,207,,293,,336,,10246,,10479,,1,,5,,14,,177,,210,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2018,36,,-,5,,11,,133,,282,,35,,168,,251,,5620,,6505,,,-,3,,8,,120,,104,,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2018,36,,-,0,,4,,24,,31,,,-,5,,15,,163,,270,,,-,0,,1,,5,,4,,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2018,36,,-,1,,6,,57,,80,,,-,25,,44,,668,,856,,,-,0,,3,,13,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSOURI,2018,36,,-,4,,15,,167,,180,,218,,280,,362,,10137,,8844,,1,,3,,10,,112,,97,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2018,36,,-,10,,22,,358,,346,,106,,160,,260,,5435,,5617,,,-,2,,5,,74,,61,,"COLORADO
(38.841772, -106.132562)",
OHIO,2018,36,6,,7,,29,,325,,278,,258,,460,,546,,15627,,16387,,5,,5,,13,,175,,150,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2018,36,,-,0,,12,,5,,132,,69,,231,,329,,7748,,8115,,,-,1,,5,,63,,48,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2018,36,,N,0,,0,,,N,,N,16,,132,,232,,4336,,6206,,1,,2,,19,,71,,77,,"OKLAHOMA
(35.468494, -97.521264)",
GUAM,2018,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"GUAM
(13.3532, 144.653198)",
GEORGIA,2018,36,,-,10,,34,,262,,411,,128,,354,,477,,11258,,16112,,2,,3,,14,,140,,153,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2018,36,1,,2,,7,,68,,73,,1,,12,,24,,419,,361,,,-,0,,3,,17,,15,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2018,36,26,,16,,33,,549,,541,,210,,215,,452,,7264,,6873,,3,,5,,24,,158,,188,,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2018,36,1,,3,,8,,100,,101,,157,,254,,401,,8249,,8303,,2,,2,,7,,91,,97,,"ARIZONA
(34.869712, -111.760902)",
C.N.M.I.,2018,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
E.S. CENTRAL,2018,36,,-,4,,12,,154,,126,,375,,782,,1054,,25503,,26882,,,-,8,,22,,286,,271,,,
MONTANA,2018,36,,-,2,,7,,54,,82,,16,,20,,36,,763,,500,,,-,0,,2,,13,,18,,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2018,36,130,,258,,931,,8713,,9958,,4436,,10333,,12718,,353597,,372116,,28,,103,,301,,3498,,3662,,,
KENTUCKY,2018,36,,N,0,,0,,,N,,N,132,,121,,200,,3396,,4925,,,-,2,,8,,72,,53,,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2018,36,,-,2,,8,,70,,89,,,-,118,,350,,2213,,3158,,,-,1,,11,,41,,39,,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2018,36,,-,0,,0,,,-,,-,1,,429,,511,,14019,,15672,,,-,4,,12,,134,,124,,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2018,36,,N,0,,0,,,N,,N,761,,951,,1561,,30848,,31924,,,-,8,,66,,298,,234,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2018,36,2,,5,,31,,198,,172,,181,,217,,430,,7841,,8924,,1,,3,,21,,83,,105,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2018,36,9,,10,,46,,378,,430,,87,,151,,210,,4978,,4982,,,-,1,,5,,14,,75,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2018,36,2,,3,,10,,132,,160,,,-,51,,148,,1898,,1674,,,-,1,,4,,33,,45,,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2018,36,1,,4,,9,,152,,100,,242,,252,,947,,9048,,7766,,,-,2,,6,,81,,137,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGIN ISL.,2018,36,,-,0,,0,,,-,,-,,-,0,,2,,15,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
E.N. CENTRAL,2018,36,15,,30,,75,,1053,,1247,,484,,1432,,1898,,48509,,56177,,5,,18,,36,,551,,625,,,
MINNESOTA,2018,36,,-,0,,22,,,-,433,,20,,138,,186,,4881,,4276,,,-,0,,7,,7,,80,,"MINNESOTA
(46.357661, -94.793397)",
KANSAS,2018,36,,-,2,,5,,62,,77,,26,,98,,131,,3509,,3093,,,-,0,,4,,14,,40,,"KANSAS
(38.345528, -98.201847)",
W.S. CENTRAL,2018,36,,-,3,,17,,75,,221,,846,,1372,,1894,,45145,,49403,,1,,13,,96,,473,,398,,,
NEW YORK CITY,2018,36,16,,20,,30,,700,,669,,299,,472,,590,,17196,,16124,,1,,3,,8,,105,,79,,,
W.N. CENTRAL,2018,36,,-,18,,38,,549,,1085,,287,,686,,833,,24692,,21908,,1,,5,,14,,178,,270,,,
ILLINOIS,2018,36,,N,0,,0,,,N,,N,,-,363,,549,,10109,,16191,,,-,4,,11,,153,,161,,"ILLINOIS
(40.477092, -88.993221)",
PACIFIC,2018,36,12,,57,,718,,2114,,2145,,346,,1860,,2189,,63749,,62868,,3,,5,,10,,168,,154,,,
RHODE ISLAND,2018,36,,-,1,,5,,35,,29,,44,,24,,107,,814,,617,,,-,0,,7,,16,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2018,36,,N,0,,0,,,N,,N,163,,183,,309,,5110,,5674,,,-,1,,5,,50,,40,,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2018,36,,N,0,,0,,,N,,N,80,,269,,318,,9179,,8503,,,-,3,,11,,98,,115,,"TENNESSEE
(35.681402, -85.774444)",
IOWA,2018,36,,-,4,,9,,148,,198,,,-,88,,107,,2935,,2331,,,-,0,,1,,,-,2,,"IOWA
(42.46942, -93.815856)",
DELAWARE,2018,36,,-,0,,2,,1,,18,,,-,30,,76,,947,,1181,,,-,0,,2,,11,,18,,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2018,36,,-,1,,669,,283,,,-,92,,174,,280,,5586,,6430,,,-,0,,7,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2018,36,,-,0,,3,,16,,29,,,-,112,,149,,3866,,3673,,,-,0,,2,,8,,29,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2018,36,,-,7,,19,,245,,405,,79,,288,,394,,9877,,10751,,,-,3,,8,,106,,147,,"MICHIGAN
(44.66399, -84.711206)",
ALASKA,2018,36,,-,1,,6,,36,,67,,,-,37,,68,,1085,,1466,,2,,1,,2,,27,,12,,"ALASKA
(64.836661, -147.738891)",
AMER. SAMOA,2018,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OREGON,2018,36,2,,6,,14,,223,,237,,112,,111,,149,,3980,,3196,,,-,2,,7,,68,,82,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2018,36,9,,10,,18,,376,,385,,96,,165,,202,,5593,,4960,,1,,2,,8,,86,,94,,"MASSACHUSETTS
(42.268546, -72.085064)",
MID. ATLANTIC,2018,36,55,,53,,77,,1776,,1877,,751,,1142,,1318,,40326,,39981,,5,,16,,38,,560,,581,,,
NORTH DAKOTA,2018,36,,-,1,,5,,34,,24,,2,,20,,32,,736,,641,,,-,0,,2,,12,,9,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2018,36,,-,1,,5,,33,,66,,32,,90,,168,,3273,,2879,,1,,1,,4,,38,,35,,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2018,36,,-,4,,12,,154,,126,,,-,228,,345,,7818,,7780,,,-,2,,7,,66,,63,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2018,36,7,,2,,8,,88,,77,,2,,13,,24,,468,,400,,,-,0,,2,,15,,21,,"MAINE
(45.252223, -68.986647)",
INDIANA,2018,36,,-,3,,8,,105,,134,,60,,234,,302,,7918,,7866,,,-,4,,9,,103,,92,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2018,36,,-,2,,6,,81,,93,,21,,48,,86,,1826,,1867,,,-,1,,3,,20,,31,,"NEBRASKA
(41.640503, -99.367122)",
MOUNTAIN,2018,36,9,,22,,44,,795,,927,,311,,716,,982,,24281,,23559,,3,,8,,16,,276,,305,,,
FLORIDA,2018,36,18,,18,,34,,739,,703,,314,,617,,850,,21441,,21787,,3,,6,,14,,236,,190,,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2018,36,,-,0,,2,,,-,16,,,-,8,,18,,321,,485,,,-,0,,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2018,36,,-,1,,5,,23,,67,,13,,20,,39,,707,,915,,,-,1,,8,,41,,29,,"WEST VIRGINIA
(38.668501, -80.709421)",
IDAHO,2018,36,6,,2,,8,,78,,112,,,-,19,,43,,634,,643,,,-,0,,2,,14,,16,,"IDAHO
(43.680635, -114.364237)",
DIST. OF COL.,2018,36,,-,1,,6,,36,,36,,,-,72,,147,,1417,,3165,,,-,0,,3,,14,,12,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2018,36,,-,3,,8,,97,,108,,14,,190,,340,,6171,,6818,,1,,2,,9,,101,,91,,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2018,36,21,,44,,62,,1508,,1615,,893,,2160,,3046,,72849,,82340,,7,,24,,58,,841,,859,,,
S. ATLANTIC,2018,37,5,,44,,62,,1525,,1663,,954,,2165,,3046,,74864,,84442,,9,,24,,58,,854,,878,,,
IOWA,2018,37,,-,4,,9,,157,,204,,,-,88,,109,,3018,,2419,,,-,0,,1,,,-,2,,"IOWA
(42.46942, -93.815856)",
MONTANA,2018,37,,-,1,,7,,55,,89,,24,,20,,36,,802,,521,,,-,0,,2,,13,,18,,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2018,37,,-,0,,22,,,-,451,,20,,139,,186,,5033,,4433,,,-,0,,7,,7,,81,,"MINNESOTA
(46.357661, -94.793397)",
MID. ATLANTIC,2018,37,70,,53,,78,,1857,,1940,,952,,1144,,1322,,41748,,41241,,12,,16,,38,,574,,594,,,
MOUNTAIN,2018,37,21,,22,,41,,826,,965,,391,,719,,982,,24999,,24366,,3,,8,,16,,281,,311,,,
TENNESSEE,2018,37,,N,0,,0,,,N,,N,125,,269,,318,,9304,,8808,,,-,3,,11,,98,,120,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2018,37,1,,4,,9,,157,,101,,114,,249,,947,,9162,,7975,,,-,2,,6,,81,,139,,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2018,37,,-,3,,8,,107,,139,,83,,235,,302,,8185,,8135,,,-,4,,9,,107,,93,,"INDIANA
(39.76845, -86.156212)",
MASSACHUSETTS,2018,37,4,,11,,18,,393,,398,,,-,165,,202,,5593,,5161,,,-,2,,8,,86,,94,,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2018,37,171,,260,,931,,9096,,10327,,5212,,10321,,12718,,364279,,383613,,48,,103,,301,,3584,,3744,,,
MISSOURI,2018,37,4,,4,,16,,173,,183,,271,,281,,362,,10501,,9154,,4,,3,,10,,120,,100,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2018,37,,-,1,,5,,35,,30,,,-,25,,107,,814,,629,,,-,0,,7,,16,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2018,37,,-,1,,5,,33,,70,,44,,93,,168,,3409,,2961,,1,,1,,4,,40,,36,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2018,37,10,,47,,69,,1628,,1857,,158,,1529,,1698,,53775,,52408,,,-,1,,5,,35,,40,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2018,37,4,,3,,10,,139,,164,,,-,51,,148,,1898,,1728,,,-,1,,4,,33,,46,,"UTAH
(39.359772, -111.584173)",
E.S. CENTRAL,2018,37,,-,4,,12,,156,,129,,429,,783,,1054,,26451,,27881,,3,,8,,22,,293,,281,,,
OKLAHOMA,2018,37,,N,0,,0,,,N,,N,17,,132,,232,,4528,,6388,,1,,2,,19,,72,,77,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2018,37,,-,4,,12,,156,,129,,155,,229,,359,,8455,,8022,,,-,2,,7,,68,,65,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2018,37,,N,0,,0,,,N,,N,31,,370,,549,,11216,,16663,,,-,4,,11,,159,,164,,"ILLINOIS
(40.477092, -88.993221)",
WISCONSIN,2018,37,5,,10,,46,,395,,476,,130,,152,,210,,5184,,5144,,,-,0,,5,,14,,77,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2018,37,4,,4,,11,,134,,159,,,-,74,,156,,,-,2648,,,-,0,,6,,16,,52,,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2018,37,,-,0,,2,,1,,18,,,-,30,,76,,947,,1221,,,-,0,,2,,11,,18,,"DELAWARE
(39.008676, -75.574561)",
NEW YORK CITY,2018,37,27,,20,,30,,730,,686,,395,,473,,590,,17855,,16640,,4,,3,,8,,109,,81,,,
MICHIGAN,2018,37,,-,7,,19,,270,,424,,163,,290,,394,,10248,,11087,,,-,3,,8,,108,,148,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2018,37,23,,6,,29,,347,,283,,323,,462,,546,,16202,,16933,,8,,5,,13,,183,,156,,"OHIO
(40.056807, -82.405897)",
GEORGIA,2018,37,,-,10,,34,,262,,419,,188,,359,,477,,11714,,16497,,,-,3,,14,,142,,156,,"GEORGIA
(32.836038, -83.631709)",
C.N.M.I.,2018,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
AMER. SAMOA,2018,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
DIST. OF COL.,2018,37,,-,1,,6,,36,,38,,,-,71,,147,,1417,,3260,,,-,0,,3,,14,,12,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK,2018,37,32,,16,,33,,581,,567,,267,,213,,452,,7531,,7113,,6,,5,,24,,164,,192,,"NEW YORK
(42.826892, -75.544286)",
W.N. CENTRAL,2018,37,4,,18,,38,,571,,1118,,362,,693,,833,,25534,,22641,,4,,5,,14,,186,,277,,,
NORTH DAKOTA,2018,37,,-,1,,5,,34,,24,,5,,20,,32,,758,,665,,,-,0,,2,,12,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2018,37,,N,0,,0,,,N,,N,798,,953,,1554,,31854,,32845,,3,,8,,66,,307,,241,,"TEXAS
(31.827233, -99.423022)",
ALASKA,2018,37,2,,1,,6,,43,,68,,,-,37,,68,,1085,,1512,,,-,1,,2,,27,,13,,"ALASKA
(64.836661, -147.738891)",
MAINE,2018,37,8,,2,,9,,98,,81,,,-,12,,24,,468,,422,,,-,0,,2,,15,,23,,"MAINE
(45.252223, -68.986647)",
GUAM,2018,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"GUAM
(13.3532, 144.653198)",
ARIZONA,2018,37,2,,3,,8,,106,,104,,141,,254,,401,,8548,,8558,,1,,2,,7,,93,,99,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2018,37,,-,1,,5,,24,,72,,23,,20,,39,,736,,934,,,-,1,,8,,41,,29,,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2018,37,1,,3,,8,,100,,116,,3,,189,,340,,6320,,7105,,2,,2,,9,,102,,93,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2018,37,,-,0,,3,,16,,31,,,-,112,,149,,3910,,3810,,,-,0,,2,,8,,30,,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2018,37,12,,2,,8,,92,,94,,,-,118,,350,,2213,,3305,,2,,1,,11,,43,,39,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2018,37,3,,2,,6,,81,,115,,25,,19,,43,,669,,657,,1,,0,,2,,15,,16,,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2018,37,,-,5,,11,,133,,289,,53,,167,,251,,5774,,6683,,,-,3,,8,,120,,108,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2018,37,,-,0,,2,,,-,17,,,-,9,,18,,336,,495,,,-,0,,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",
PACIFIC,2018,37,15,,59,,718,,2213,,2210,,479,,1870,,2189,,65702,,64874,,1,,5,,10,,171,,157,,,
NEW HAMPSHIRE,2018,37,,-,2,,8,,72,,78,,3,,12,,24,,425,,376,,1,,0,,3,,19,,15,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
