Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cryptosporidiosis, Cum 2018†","Cryptosporidiosis, Cum 2018†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag","Cyclosporiasis, Cum 2018†","Cyclosporiasis, Cum 2018†, flag",Location 1,Location 2
WISCONSIN,2019,17,2,,48,,125,,164,,,-,141,,,-,3,,"WISCONSIN
(44.639954, -89.732969)",
MISSOURI,2019,17,,-,19,,49,,80,,,-,30,,2,,1,,"MISSOURI
(38.3675, -92.477244)",
EAST SOUTH CENTRAL,2019,17,2,,22,,132,,197,,,-,3,,,-,,-,,EAST SOUTH CENTRAL
OKLAHOMA,2019,17,3,,10,,31,,23,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
LOUISIANA,2019,17,3,,9,,24,,40,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
US RESIDENTS,2019,17,74,,438,,2268,,2536,,1,,579,,36,,45,,,US RESIDENTS
NEW ENGLAND,2019,17,2,,48,,113,,132,,,-,10,,1,,4,,,NEW ENGLAND
IDAHO,2019,17,,-,7,,27,,27,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2019,17,1,,40,,109,,160,,,-,75,,,-,3,,"IOWA
(42.074659, -93.500061)",
GEORGIA,2019,17,1,,27,,68,,75,,,-,7,,1,,1,,"GEORGIA
(32.638481, -83.426574)",
UTAH,2019,17,,-,18,,38,,28,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",
WEST NORTH CENTRAL,2019,17,4,,68,,268,,348,,,-,87,,4,,5,,,WEST NORTH CENTRAL
MARYLAND,2019,17,1,,7,,16,,13,,,-,7,,3,,1,,"MARYLAND
(38.946466, -76.687282)",
SOUTH ATLANTIC,2019,17,13,,74,,420,,429,,1,,27,,9,,6,,,SOUTH ATLANTIC
CONNECTICUT,2019,17,,-,8,,25,,14,,,-,6,,1,,1,,"CONNECTICUT
(41.575155, -72.738288)",
NEBRASKA,2019,17,3,,9,,46,,35,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",
TENNESSEE,2019,17,,-,10,,48,,77,,,-,3,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
WEST SOUTH CENTRAL,2019,17,10,,64,,210,,218,,,-,49,,2,,3,,,WEST SOUTH CENTRAL
DISTRICT OF COLUMBIA,2019,17,,-,3,,5,,11,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
AMERICAN SAMOA,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
INDIANA,2019,17,,-,21,,,-,64,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",
SOUTH CAROLINA,2019,17,2,,6,,31,,32,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MASSACHUSETTS,2019,17,2,,18,,48,,53,,,-,6,,,-,3,,"MASSACHUSETTS
(42.151077, -71.481104)",
NEVADA,2019,17,,-,6,,6,,2,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",
VIRGINIA,2019,17,1,,17,,84,,76,,,-,5,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",
MINNESOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
RHODE ISLAND,2019,17,,-,37,,4,,25,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
ALASKA,2019,17,1,,2,,1,,3,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
DELAWARE,2019,17,,-,4,,2,,10,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
PENNSYLVANIA,2019,17,7,,20,,96,,100,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
FLORIDA,2019,17,8,,27,,153,,149,,1,,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",
WYOMING,2019,17,,-,2,,,-,2,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",
SOUTH DAKOTA,2019,17,,-,15,,41,,37,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
KANSAS,2019,17,,-,7,,21,,20,,,-,4,,1,,,-,"KANSAS
(38.484729, -98.38018)",
PACIFIC,2019,17,10,,45,,260,,286,,,-,26,,4,,2,,,PACIFIC
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MOUNTAIN,2019,18,4,,59,,173,,188,,,-,12,,2,,10,,,MOUNTAIN
SOUTH DAKOTA,2019,18,,-,15,,43,,44,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
OHIO,2019,18,10,,36,,164,,190,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",
DELAWARE,2019,18,,-,4,,2,,10,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
OKLAHOMA,2019,18,2,,10,,34,,24,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
CONNECTICUT,2019,18,,-,8,,25,,16,,,-,6,,2,,1,,"CONNECTICUT
(41.575155, -72.738288)",
PENNSYLVANIA,2019,18,3,,20,,104,,112,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
PACIFIC,2019,18,7,,45,,277,,310,,,-,29,,5,,7,,,PACIFIC
HAWAII,2019,18,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NEW YORK,2019,18,5,,20,,79,,47,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",
SOUTH ATLANTIC,2019,18,6,,74,,399,,463,,,-,27,,8,,9,,,SOUTH ATLANTIC
IDAHO,2019,18,2,,7,,31,,30,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
MARYLAND,2019,18,2,,7,,18,,15,,,-,7,,3,,1,,"MARYLAND
(38.946466, -76.687282)",
GEORGIA,2019,18,,-,23,,32,,83,,,-,8,,,-,1,,"GEORGIA
(32.638481, -83.426574)",
NEW MEXICO,2019,18,,-,10,,12,,20,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
IOWA,2019,18,,-,40,,113,,170,,,-,75,,,-,3,,"IOWA
(42.074659, -93.500061)",
WASHINGTON,2019,18,1,,35,,65,,23,,,-,3,,1,,,-,"WASHINGTON
(47.411715, -120.592492)",
MICHIGAN,2019,18,,-,16,,75,,83,,,-,5,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
DISTRICT OF COLUMBIA,2019,18,,-,3,,5,,13,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
MISSOURI,2019,18,5,,19,,55,,83,,,-,30,,2,,1,,"MISSOURI
(38.3675, -92.477244)",
ARIZONA,2019,18,,-,28,,31,,32,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",
UTAH,2019,18,2,,18,,47,,31,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",
MISSISSIPPI,2019,18,1,,8,,18,,24,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
WEST NORTH CENTRAL,2019,18,10,,82,,284,,482,,,-,101,,4,,8,,,WEST NORTH CENTRAL
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
COLORADO,2019,18,,-,11,,36,,46,,,-,6,,,-,4,,"COLORADO
(38.998552, -105.547832)",
NEW ENGLAND,2019,18,1,,48,,118,,145,,,-,10,,2,,4,,,NEW ENGLAND
NEW JERSEY,2019,18,,-,12,,40,,25,,,-,8,,2,,5,,"NEW JERSEY
(40.110253, -74.655514)",
ARKANSAS,2019,18,5,,8,,40,,22,,1,,1,,1,,1,,"ARKANSAS
(34.899825, -92.439162)",
EAST NORTH CENTRAL,2019,18,17,,119,,446,,579,,,-,458,,6,,7,,,EAST NORTH CENTRAL
LOUISIANA,2019,18,3,,9,,29,,41,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
WISCONSIN,2019,18,7,,48,,136,,173,,,-,141,,,-,4,,"WISCONSIN
(44.639954, -89.732969)",
TEXAS,2019,18,,-,53,,120,,155,,,-,40,,2,,2,,"TEXAS
(31.447238, -99.317341)",
US RESIDENTS,2019,18,66,,456,,2373,,2836,,1,,592,,39,,59,,,US RESIDENTS
OREGON,2019,18,3,,14,,80,,140,,,-,2,,,-,,-,"OREGON
(43.940449, -120.605279)",
WEST SOUTH CENTRAL,2019,18,10,,64,,223,,242,,1,,49,,3,,3,,,WEST SOUTH CENTRAL
RHODE ISLAND,2019,18,,-,37,,6,,28,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
NORTH DAKOTA,2019,18,,-,4,,2,,17,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",
ALASKA,2019,18,,-,2,,1,,5,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",
ALABAMA,2019,18,1,,7,,53,,56,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
WEST VIRGINIA,2019,18,,-,6,,6,,17,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
MONTANA,2019,18,,-,4,,10,,23,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",
ILLINOIS,2019,18,,-,21,,71,,61,,,-,400,,5,,3,,"ILLINOIS
(40.124144, -89.148632)",
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
VERMONT,2019,18,,-,10,,10,,11,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
KENTUCKY,2019,18,1,,9,,21,,46,,,-,3,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
NEW HAMPSHIRE,2019,18,,-,7,,21,,18,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
NEBRASKA,2019,18,5,,9,,50,,41,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",
KANSAS,2019,18,,-,7,,21,,23,,,-,4,,1,,1,,"KANSAS
(38.484729, -98.38018)",
NORTH CAROLINA,2019,18,,-,13,,58,,47,,,-,6,,1,,3,,"NORTH CAROLINA
(35.52603, -79.130883)",
EAST SOUTH CENTRAL,2019,18,3,,22,,145,,205,,,-,5,,1,,,-,,EAST SOUTH CENTRAL
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH CAROLINA,2019,18,,-,6,,31,,34,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
VIRGINIA,2019,18,4,,17,,94,,87,,,-,5,,1,,1,,"VIRGINIA
(37.510861, -78.666382)",
AMERICAN SAMOA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
NEW YORK CITY,2019,18,,-,12,,85,,38,,,-,11,,5,,6,,,NEW YORK CITY
MINNESOTA,2019,18,,-,27,,,-,104,,,-,34,,,-,2,,"MINNESOTA
(46.349153, -94.198308)",
MASSACHUSETTS,2019,18,1,,18,,51,,58,,,-,6,,,-,3,,"MASSACHUSETTS
(42.151077, -71.481104)",
CALIFORNIA,2019,18,3,,26,,129,,140,,,-,26,,4,,7,,"CALIFORNIA
(37.211164, -119.662127)",
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,18,66,,456,,2373,,2836,,1,,592,,39,,59,,,TOTAL
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2019,18,,-,10,,53,,79,,,-,3,,1,,,-,"TENNESSEE
(35.842998, -86.343226)",
WYOMING,2019,18,,-,2,,,-,2,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2019,18,,-,6,,6,,4,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",
INDIANA,2019,18,,-,21,,,-,72,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",
MAINE,2019,18,,-,6,,5,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
FLORIDA,2019,18,,-,27,,153,,157,,,-,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",
MIDDLE ATLANTIC,2019,18,8,,51,,308,,222,,,-,24,,8,,11,,,MIDDLE ATLANTIC
NEW ENGLAND,2019,19,3,,48,,127,,193,,,-,10,,2,,4,,,NEW ENGLAND
NEW JERSEY,2019,19,,-,12,,40,,30,,,-,8,,2,,5,,"NEW JERSEY
(40.110253, -74.655514)",
WISCONSIN,2019,19,4,,48,,146,,180,,,-,140,,,-,5,,"WISCONSIN
(44.639954, -89.732969)",
TEXAS,2019,19,,-,53,,120,,162,,,-,40,,2,,2,,"TEXAS
(31.447238, -99.317341)",
HAWAII,2019,19,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEW HAMPSHIRE,2019,19,,-,7,,23,,20,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
KENTUCKY,2019,19,,-,9,,21,,46,,,-,3,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
ALABAMA,2019,19,1,,7,,55,,57,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
US RESIDENTS,2019,19,63,,456,,2535,,3055,,,-,592,,42,,88,,,US RESIDENTS
TENNESSEE,2019,19,,-,10,,57,,82,,,-,3,,1,,,-,"TENNESSEE
(35.842998, -86.343226)",
MICHIGAN,2019,19,,-,16,,85,,88,,,-,5,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
KANSAS,2019,19,,-,7,,24,,23,,,-,4,,1,,1,,"KANSAS
(38.484729, -98.38018)",
UTAH,2019,19,3,,18,,50,,33,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",
VIRGINIA,2019,19,1,,17,,103,,91,,,-,5,,1,,2,,"VIRGINIA
(37.510861, -78.666382)",
MISSOURI,2019,19,4,,19,,60,,90,,,-,30,,3,,1,,"MISSOURI
(38.3675, -92.477244)",
NEW YORK CITY,2019,19,,-,12,,86,,42,,,-,11,,7,,7,,,NEW YORK CITY
ARKANSAS,2019,19,2,,8,,42,,23,,,-,1,,1,,1,,"ARKANSAS
(34.899825, -92.439162)",
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK,2019,19,7,,20,,86,,54,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",
MINNESOTA,2019,19,,-,27,,,-,110,,,-,34,,,-,2,,"MINNESOTA
(46.349153, -94.198308)",
IOWA,2019,19,,-,40,,117,,183,,,-,75,,,-,3,,"IOWA
(42.074659, -93.500061)",
OREGON,2019,19,3,,14,,85,,145,,,-,2,,,-,,-,"OREGON
(43.940449, -120.605279)",
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WYOMING,2019,19,,-,2,,,-,2,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",
PACIFIC,2019,19,7,,45,,294,,332,,,-,29,,5,,29,,,PACIFIC
ALASKA,2019,19,1,,1,,2,,5,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",
VERMONT,2019,19,,-,10,,11,,12,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
COLORADO,2019,19,1,,11,,44,,51,,,-,6,,,-,5,,"COLORADO
(38.998552, -105.547832)",
DISTRICT OF COLUMBIA,2019,19,,-,3,,6,,13,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NEW MEXICO,2019,19,,-,10,,12,,21,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
RHODE ISLAND,2019,19,,-,37,,6,,65,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
NEVADA,2019,19,1,,6,,8,,4,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",
SOUTH DAKOTA,2019,19,,-,15,,44,,56,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
MOUNTAIN,2019,19,12,,59,,193,,204,,,-,12,,2,,11,,,MOUNTAIN
NORTH DAKOTA,2019,19,,-,4,,5,,17,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",
MISSISSIPPI,2019,19,,-,8,,18,,27,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
GEORGIA,2019,19,1,,23,,54,,85,,,-,8,,,-,1,,"GEORGIA
(32.638481, -83.426574)",
EAST NORTH CENTRAL,2019,19,16,,119,,478,,607,,,-,458,,6,,10,,,EAST NORTH CENTRAL
SOUTH CAROLINA,2019,19,1,,6,,32,,36,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
CONNECTICUT,2019,19,,-,8,,27,,18,,,-,6,,2,,1,,"CONNECTICUT
(41.575155, -72.738288)",
INDIANA,2019,19,,-,21,,,-,75,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",
WEST VIRGINIA,2019,19,,-,6,,6,,18,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
LOUISIANA,2019,19,,-,9,,29,,45,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
OHIO,2019,19,12,,36,,176,,198,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",
MIDDLE ATLANTIC,2019,19,8,,51,,323,,245,,,-,24,,10,,12,,,MIDDLE ATLANTIC
MARYLAND,2019,19,,-,7,,18,,15,,,-,7,,3,,2,,"MARYLAND
(38.946466, -76.687282)",
ARIZONA,2019,19,5,,28,,36,,35,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",
WEST NORTH CENTRAL,2019,19,7,,82,,303,,526,,,-,101,,5,,8,,,WEST NORTH CENTRAL
MONTANA,2019,19,,-,4,,10,,27,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",
EAST SOUTH CENTRAL,2019,19,1,,22,,151,,212,,,-,5,,1,,,-,,EAST SOUTH CENTRAL
NEBRASKA,2019,19,3,,9,,53,,47,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",
WASHINGTON,2019,19,2,,35,,72,,27,,,-,3,,1,,1,,"WASHINGTON
(47.411715, -120.592492)",
MAINE,2019,19,1,,6,,6,,15,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
PUERTO RICO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2019,19,1,,13,,62,,47,,,-,6,,1,,3,,"NORTH CAROLINA
(35.52603, -79.130883)",
PENNSYLVANIA,2019,19,1,,20,,111,,119,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
CALIFORNIA,2019,19,1,,26,,133,,153,,,-,26,,4,,28,,"CALIFORNIA
(37.211164, -119.662127)",
ILLINOIS,2019,19,,-,21,,71,,66,,,-,400,,5,,5,,"ILLINOIS
(40.124144, -89.148632)",
DELAWARE,2019,19,,-,4,,4,,10,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2019,19,2,,18,,54,,63,,,-,6,,,-,3,,"MASSACHUSETTS
(42.151077, -71.481104)",
FLORIDA,2019,19,,-,27,,153,,167,,,-,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",
AMERICAN SAMOA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
TOTAL,2019,19,63,,456,,2535,,3055,,,-,592,,42,,88,,,TOTAL
SOUTH ATLANTIC,2019,19,4,,75,,438,,482,,,-,27,,8,,11,,,SOUTH ATLANTIC
OKLAHOMA,2019,19,3,,10,,37,,24,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
IDAHO,2019,19,2,,7,,33,,31,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
WEST SOUTH CENTRAL,2019,19,5,,64,,228,,254,,,-,49,,3,,3,,,WEST SOUTH CENTRAL
ARIZONA,2019,20,,-,28,,36,,36,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",
NORTH CAROLINA,2019,20,,-,13,,67,,50,,,-,6,,1,,5,,"NORTH CAROLINA
(35.52603, -79.130883)",
UTAH,2019,20,,-,18,,53,,37,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",
MAINE,2019,20,,-,6,,6,,16,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
RHODE ISLAND,2019,20,,-,4,,8,,65,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
WEST NORTH CENTRAL,2019,20,7,,82,,342,,554,,,-,101,,5,,11,,,WEST NORTH CENTRAL
IOWA,2019,20,2,,40,,138,,193,,,-,75,,,-,6,,"IOWA
(42.074659, -93.500061)",
VIRGINIA,2019,20,7,,17,,115,,97,,,-,5,,1,,2,,"VIRGINIA
(37.510861, -78.666382)",
GEORGIA,2019,20,1,,23,,55,,91,,,-,8,,,-,1,,"GEORGIA
(32.638481, -83.426574)",
MIDDLE ATLANTIC,2019,20,9,,51,,336,,262,,,-,24,,10,,14,,,MIDDLE ATLANTIC
OKLAHOMA,2019,20,1,,10,,38,,26,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
MISSOURI,2019,20,2,,19,,68,,95,,,-,30,,3,,1,,"MISSOURI
(38.3675, -92.477244)",
VERMONT,2019,20,,-,10,,11,,13,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
MINNESOTA,2019,20,,-,27,,,-,116,,,-,34,,,-,2,,"MINNESOTA
(46.349153, -94.198308)",
MISSISSIPPI,2019,20,,-,8,,20,,27,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
OHIO,2019,20,11,,36,,187,,207,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",
WASHINGTON,2019,20,,-,35,,74,,62,,,-,3,,1,,3,,"WASHINGTON
(47.411715, -120.592492)",
NON-US RESIDENTS,2019,20,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,20,54,,457,,2702,,3275,,,-,592,,46,,115,,,TOTAL
OREGON,2019,20,1,,14,,87,,148,,,-,2,,1,,,-,"OREGON
(43.940449, -120.605279)",
KANSAS,2019,20,,-,7,,24,,23,,,-,4,,1,,1,,"KANSAS
(38.484729, -98.38018)",
SOUTH DAKOTA,2019,20,,-,15,,47,,59,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
COLORADO,2019,20,,-,11,,44,,52,,,-,6,,,-,7,,"COLORADO
(38.998552, -105.547832)",
CALIFORNIA,2019,20,2,,26,,142,,160,,,-,26,,6,,35,,"CALIFORNIA
(37.211164, -119.662127)",
FLORIDA,2019,20,,-,27,,153,,181,,,-,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",
ARKANSAS,2019,20,2,,8,,44,,24,,,-,1,,1,,1,,"ARKANSAS
(34.899825, -92.439162)",
CONNECTICUT,2019,20,,-,8,,28,,18,,,-,6,,2,,1,,"CONNECTICUT
(41.575155, -72.738288)",
MICHIGAN,2019,20,1,,16,,98,,93,,,-,5,,1,,1,,"MICHIGAN
(44.874798, -85.730977)",
WISCONSIN,2019,20,3,,48,,154,,192,,,-,140,,,-,8,,"WISCONSIN
(44.639954, -89.732969)",
EAST NORTH CENTRAL,2019,20,15,,119,,517,,651,,,-,458,,7,,17,,,EAST NORTH CENTRAL
US RESIDENTS,2019,20,54,,457,,2702,,3275,,,-,592,,46,,115,,,US RESIDENTS
U.S. VIRGIN ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
AMERICAN SAMOA,2019,20,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
WEST VIRGINIA,2019,20,,-,6,,6,,19,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
NORTH DAKOTA,2019,20,,-,4,,7,,18,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",
NEW JERSEY,2019,20,,-,12,,40,,32,,,-,8,,2,,8,,"NEW JERSEY
(40.110253, -74.655514)",
INDIANA,2019,20,,-,21,,,-,81,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",
SOUTH CAROLINA,2019,20,,-,6,,32,,37,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
KENTUCKY,2019,20,,-,9,,22,,48,,,-,3,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
MONTANA,2019,20,,-,4,,16,,31,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",
MASSACHUSETTS,2019,20,3,,18,,60,,68,,,-,6,,,-,4,,"MASSACHUSETTS
(42.151077, -71.481104)",
MARYLAND,2019,20,1,,7,,20,,17,,,-,7,,3,,2,,"MARYLAND
(38.946466, -76.687282)",
SOUTH ATLANTIC,2019,20,9,,75,,459,,516,,,-,27,,8,,13,,,SOUTH ATLANTIC
PENNSYLVANIA,2019,20,3,,20,,115,,126,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
DISTRICT OF COLUMBIA,2019,20,,-,3,,6,,13,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
HAWAII,2019,20,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NEW YORK,2019,20,6,,20,,92,,58,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",
WEST SOUTH CENTRAL,2019,20,3,,64,,231,,271,,,-,49,,3,,4,,,WEST SOUTH CENTRAL
NEBRASKA,2019,20,3,,9,,58,,50,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",
US TERRITORIES,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
TENNESSEE,2019,20,1,,10,,60,,86,,,-,3,,1,,,-,"TENNESSEE
(35.842998, -86.343226)",
