Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017, flag",Location 1,Location 2
MASSACHUSETTS,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2018,28,,-,0,,6,,7,,24,,1,,3,,17,,70,,128,,,
NEW MEXICO,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEW JERSEY,2018,28,,-,0,,0,,,-,1,,,-,0,,2,,2,,5,,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2018,28,,-,0,,1,,2,,,-,,-,0,,1,,2,,2,,"VIRGINIA
(37.542699, -78.45822)",
OREGON,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
W.S. CENTRAL,2018,29,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,,
MISSISSIPPI,2018,29,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UTAH,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ILLINOIS,2018,29,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH CAROLINA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2018,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MARYLAND,2018,29,,-,0,,1,,,-,,-,1,,0,,1,,3,,,-,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
PACIFIC,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,
WASHINGTON,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2018,29,,-,0,,2,,5,,13,,,-,0,,2,,6,,8,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2018,29,,-,0,,0,,,-,2,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2018,29,,-,0,,0,,,-,2,,,-,0,,1,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2018,29,,-,0,,0,,,-,1,,,-,0,,3,,,-,20,,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2018,29,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW ENGLAND,2018,29,,-,0,,0,,,-,1,,,-,0,,2,,3,,12,,,
E.S. CENTRAL,2018,29,,-,0,,1,,1,,2,,,-,0,,3,,,-,8,,,
NEW YORK CITY,2018,29,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
NEW HAMPSHIRE,2018,29,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CALIFORNIA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"CALIFORNIA
(37.640735, -121.002435)",
MOUNTAIN,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK,2018,29,,-,0,,0,,,-,,-,,-,0,,3,,3,,1,,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
GUAM,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2018,29,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
PENNSYLVANIA,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALASKA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2018,29,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2018,29,,-,0,,6,,9,,27,,2,,3,,17,,81,,145,,,
S. ATLANTIC,2018,29,,-,0,,2,,2,,,-,1,,0,,2,,6,,7,,,
VIRGINIA,2018,29,,-,0,,1,,2,,,-,,-,0,,1,,2,,2,,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
W.N. CENTRAL,2018,29,,-,0,,2,,6,,17,,,-,0,,6,,9,,30,,,
ARKANSAS,2018,29,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
E.N. CENTRAL,2018,29,,-,0,,1,,,-,1,,1,,2,,12,,58,,73,,,
WISCONSIN,2018,29,,-,0,,1,,,-,,-,,-,1,,7,,20,,45,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MID. ATLANTIC,2018,29,,-,0,,1,,,-,1,,,-,0,,3,,5,,13,,,
MAINE,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"MAINE
(45.252223, -68.986647)",
INDIANA,2018,29,,-,0,,0,,,-,,-,1,,0,,10,,38,,27,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2018,29,,-,0,,1,,,-,,-,,-,0,,1,,,-,4,,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2018,29,,-,0,,0,,,-,1,,,-,0,,2,,2,,6,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGIN ISL.,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
IOWA,2018,29,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"IOWA
(42.46942, -93.815856)",
COLORADO,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MONTANA,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2018,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
AMER. SAMOA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
GUAM,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
OHIO,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
W.N. CENTRAL,2018,30,,-,0,,2,,7,,19,,,-,0,,6,,9,,36,,,
W.S. CENTRAL,2018,30,2,,0,,2,,2,,7,,,-,0,,0,,,-,,-,,
MAINE,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"MAINE
(45.252223, -68.986647)",
E.S. CENTRAL,2018,30,1,,0,,1,,2,,2,,1,,0,,3,,2,,9,,,
OKLAHOMA,2018,30,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2018,30,,-,0,,0,,,-,,-,1,,0,,1,,2,,,-,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2018,30,,-,0,,1,,,-,,-,,-,0,,1,,3,,,-,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2018,30,,-,0,,2,,6,,15,,,-,0,,2,,6,,10,,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGINIA,2018,30,,-,0,,1,,2,,,-,,-,0,,1,,2,,2,,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PENNSYLVANIA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2018,30,1,,0,,1,,1,,,-,,-,0,,1,,,-,4,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2018,30,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
DELAWARE,2018,30,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2018,30,2,,0,,2,,2,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2018,30,,-,0,,1,,,-,1,,,-,1,,4,,22,,49,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
C.N.M.I.,2018,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK CITY,2018,30,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,
MICHIGAN,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
CONNECTICUT,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
AMER. SAMOA,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
ILLINOIS,2018,30,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
MID. ATLANTIC,2018,30,,-,0,,1,,,-,2,,2,,0,,3,,7,,14,,,
NEVADA,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2018,30,3,,0,,6,,13,,33,,3,,3,,17,,91,,160,,,
HAWAII,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2018,30,,-,0,,0,,,-,1,,,-,0,,2,,2,,7,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2018,30,,-,0,,0,,,-,1,,,-,0,,3,,,-,23,,"MINNESOTA
(46.357661, -94.793397)",
COLORADO,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
S. ATLANTIC,2018,30,,-,0,,2,,2,,,-,,-,0,,2,,6,,7,,,
TEXAS,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MONTANA,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW ENGLAND,2018,30,,-,0,,0,,,-,1,,,-,0,,2,,3,,13,,,
GEORGIA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
IOWA,2018,30,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2018,30,,-,0,,0,,,-,,-,2,,0,,3,,5,,1,,"NEW YORK
(42.826892, -75.544286)",
INDIANA,2018,30,,-,0,,0,,,-,,-,,-,0,,10,,42,,29,,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
PACIFIC,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,
SOUTH CAROLINA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
ALASKA,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MOUNTAIN,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEBRASKA,2018,30,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
E.N. CENTRAL,2018,30,,-,0,,1,,,-,2,,,-,2,,12,,64,,79,,,
CALIFORNIA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2018,30,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2018,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
KANSAS,2018,30,,-,0,,0,,,-,2,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2018,30,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
OREGON,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MID. ATLANTIC,2018,31,,-,0,,0,,,-,2,,,-,0,,3,,7,,16,,,
NEVADA,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
C.N.M.I.,2018,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IDAHO,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2018,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEW YORK,2018,31,,-,0,,0,,,-,,-,,-,0,,3,,5,,2,,"NEW YORK
(42.826892, -75.544286)",
MISSOURI,2018,31,,-,0,,2,,7,,16,,,-,0,,2,,6,,10,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
AMER. SAMOA,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
INDIANA,2018,31,,-,0,,0,,,-,,-,,-,0,,10,,45,,31,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2018,31,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2018,31,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2018,31,,-,0,,0,,,-,1,,,-,0,,2,,,-,25,,"MINNESOTA
(46.357661, -94.793397)",
GUAM,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
MOUNTAIN,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PENNSYLVANIA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
W.N. CENTRAL,2018,31,,-,0,,2,,8,,20,,,-,0,,3,,9,,39,,,
PACIFIC,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,
S. ATLANTIC,2018,31,,-,0,,2,,2,,,-,,-,0,,2,,7,,7,,,
VIRGIN ISL.,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALASKA,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
E.S. CENTRAL,2018,31,,-,0,,1,,2,,3,,,-,0,,3,,2,,9,,,
DELAWARE,2018,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2018,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2018,31,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
HAWAII,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK CITY,2018,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
MAINE,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"MAINE
(45.252223, -68.986647)",
UTAH,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2018,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
DIST. OF COL.,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MICHIGAN,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,"ALABAMA
(32.839182, -86.631125)",
NORTH CAROLINA,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2018,31,,-,0,,1,,2,,,-,,-,0,,1,,2,,2,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2018,31,,-,0,,0,,,-,1,,,-,1,,4,,22,,52,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
NEW ENGLAND,2018,31,,-,0,,0,,,-,1,,,-,0,,2,,3,,13,,,
NORTH DAKOTA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2018,31,,-,0,,1,,1,,1,,,-,0,,1,,,-,4,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2018,31,,-,0,,1,,1,,,-,,-,0,,1,,2,,2,,"IOWA
(42.46942, -93.815856)",
MARYLAND,2018,31,,-,0,,1,,,-,,-,,-,0,,1,,4,,,-,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2018,31,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2018,31,,-,0,,0,,,-,1,,,-,0,,2,,2,,8,,"NEW JERSEY
(40.104655, -74.386686)",
COLORADO,2018,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2018,31,,-,0,,0,,,-,2,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
W.S. CENTRAL,2018,31,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2018,31,,-,0,,0,,,-,2,,,-,2,,12,,67,,84,,,
SOUTH DAKOTA,2018,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2018,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2018,31,,-,0,,4,,14,,35,,,-,3,,17,,95,,171,,,
