"Reporting.Area","MMWR.Year","MMWR.Week","Cryptosporidiosis_Cases_Count"
"PUERTO RICO",2019,40,0
"U.S. VIRGIN ISLANDS",2019,40,0
"NON-US RESIDENTS",2019,40,0
"TOTAL",2019,40,117
"US RESIDENTS",2019,41,123
"NEW ENGLAND",2019,41,5
"CONNECTICUT",2019,41,0
"MAINE",2019,41,1
"MASSACHUSETTS",2019,41,2
"NEW HAMPSHIRE",2019,41,1
"RHODE ISLAND",2019,41,1
"VERMONT",2019,41,0
"MIDDLE ATLANTIC",2019,41,11
"NEW JERSEY",2019,41,1
"NEW YORK",2019,41,0
"NEW YORK CITY",2019,41,0
"PENNSYLVANIA",2019,41,10
"EAST NORTH CENTRAL",2019,41,19
"ILLINOIS",2019,41,0
"INDIANA",2019,41,0
"MICHIGAN",2019,41,0
"OHIO",2019,41,15
"WISCONSIN",2019,41,4
"WEST NORTH CENTRAL",2019,41,8
"IOWA",2019,41,1
"KANSAS",2019,41,0
"MINNESOTA",2019,41,0
"MISSOURI",2019,41,4
"NEBRASKA",2019,41,3
"NORTH DAKOTA",2019,41,0
"SOUTH DAKOTA",2019,41,0
"SOUTH ATLANTIC",2019,41,24
"DELAWARE",2019,41,3
"DISTRICT OF COLUMBIA",2019,41,0
"FLORIDA",2019,41,6
"GEORGIA",2019,41,4
"MARYLAND",2019,41,0
"NORTH CAROLINA",2019,41,0
"SOUTH CAROLINA",2019,41,3
"VIRGINIA",2019,41,8
"WEST VIRGINIA",2019,41,0
"EAST SOUTH CENTRAL",2019,41,7
"ALABAMA",2019,41,1
"KENTUCKY",2019,41,0
"MISSISSIPPI",2019,41,6
"TENNESSEE",2019,41,0
"WEST SOUTH CENTRAL",2019,41,32
"ARKANSAS",2019,41,1
"LOUISIANA",2019,41,10
"OKLAHOMA",2019,41,2
"TEXAS",2019,41,19
"MOUNTAIN",2019,41,11
"ARIZONA",2019,41,1
"COLORADO",2019,41,2
"IDAHO",2019,41,2
"MONTANA",2019,41,0
"NEVADA",2019,41,0
"NEW MEXICO",2019,41,4
"UTAH",2019,41,2
"WYOMING",2019,41,0
"PACIFIC",2019,41,6
"ALASKA",2019,41,0
"CALIFORNIA",2019,41,3
"HAWAII",2019,41,0
"OREGON",2019,41,2
"WASHINGTON",2019,41,1
"US TERRITORIES",2019,41,0
"AMERICAN SAMOA",2019,41,0
"NORTHERN MARIANA ISLANDS",2019,41,0
"GUAM",2019,41,0
"PUERTO RICO",2019,41,0
"U.S. VIRGIN ISLANDS",2019,41,0
"NON-US RESIDENTS",2019,41,0
"TOTAL",2019,41,123
"US RESIDENTS",2019,42,71
"NEW ENGLAND",2019,42,2
"CONNECTICUT",2019,42,0
"MAINE",2019,42,0
"MASSACHUSETTS",2019,42,2
"NEW HAMPSHIRE",2019,42,0
"RHODE ISLAND",2019,42,0
"VERMONT",2019,42,0
"MIDDLE ATLANTIC",2019,42,15
"NEW JERSEY",2019,42,1
"NEW YORK",2019,42,9
"NEW YORK CITY",2019,42,2
"PENNSYLVANIA",2019,42,3
"EAST NORTH CENTRAL",2019,42,23
"ILLINOIS",2019,42,0
"INDIANA",2019,42,0
"MICHIGAN",2019,42,2
"OHIO",2019,42,16
"WISCONSIN",2019,42,5
"WEST NORTH CENTRAL",2019,42,8
"IOWA",2019,42,0
"KANSAS",2019,42,0
"MINNESOTA",2019,42,0
"MISSOURI",2019,42,8
"NEBRASKA",2019,42,0
"NORTH DAKOTA",2019,42,0
"SOUTH DAKOTA",2019,42,0
"SOUTH ATLANTIC",2019,42,4
"DELAWARE",2019,42,0
"DISTRICT OF COLUMBIA",2019,42,0
"FLORIDA",2019,42,0
"GEORGIA",2019,42,2
"MARYLAND",2019,42,0
"NORTH CAROLINA",2019,42,0
"SOUTH CAROLINA",2019,42,2
"VIRGINIA",2019,42,0
"WEST VIRGINIA",2019,42,0
"EAST SOUTH CENTRAL",2019,42,0
"ALABAMA",2019,42,0
"KENTUCKY",2019,42,0
"MISSISSIPPI",2019,42,0
"TENNESSEE",2019,42,0
"WEST SOUTH CENTRAL",2019,42,5
"ARKANSAS",2019,42,0
"LOUISIANA",2019,42,1
"OKLAHOMA",2019,42,4
"TEXAS",2019,42,0
"MOUNTAIN",2019,42,4
"ARIZONA",2019,42,2
"COLORADO",2019,42,2
"IDAHO",2019,42,0
"MONTANA",2019,42,0
"NEVADA",2019,42,0
"NEW MEXICO",2019,42,0
"UTAH",2019,42,0
"WYOMING",2019,42,0
"PACIFIC",2019,42,10
"ALASKA",2019,42,0
"CALIFORNIA",2019,42,5
"HAWAII",2019,42,0
"OREGON",2019,42,3
"WASHINGTON",2019,42,2
"US TERRITORIES",2019,42,0
"AMERICAN SAMOA",2019,42,0
"NORTHERN MARIANA ISLANDS",2019,42,0
"GUAM",2019,42,0
"PUERTO RICO",2019,42,0
"U.S. VIRGIN ISLANDS",2019,42,0
"NON-US RESIDENTS",2019,42,0
"TOTAL",2019,42,71
"US RESIDENTS",2019,43,74
"NEW ENGLAND",2019,43,4
"CONNECTICUT",2019,43,0
"MAINE",2019,43,0
"MASSACHUSETTS",2019,43,4
"NEW HAMPSHIRE",2019,43,0
"RHODE ISLAND",2019,43,0
"VERMONT",2019,43,0
"MIDDLE ATLANTIC",2019,43,21
"NEW JERSEY",2019,43,0
"NEW YORK",2019,43,17
"NEW YORK CITY",2019,43,0
"PENNSYLVANIA",2019,43,4
"EAST NORTH CENTRAL",2019,43,20
"ILLINOIS",2019,43,0
"INDIANA",2019,43,0
"MICHIGAN",2019,43,1
"OHIO",2019,43,13
"WISCONSIN",2019,43,6
"WEST NORTH CENTRAL",2019,43,9
"IOWA",2019,43,0
"KANSAS",2019,43,0
"MINNESOTA",2019,43,0
"MISSOURI",2019,43,9
"NEBRASKA",2019,43,0
"NORTH DAKOTA",2019,43,0
"SOUTH DAKOTA",2019,43,0
"SOUTH ATLANTIC",2019,43,1
"DELAWARE",2019,43,0
"DISTRICT OF COLUMBIA",2019,43,0
"FLORIDA",2019,43,0
"GEORGIA",2019,43,0
"MARYLAND",2019,43,0
"NORTH CAROLINA",2019,43,0
"SOUTH CAROLINA",2019,43,1
"VIRGINIA",2019,43,0
"WEST VIRGINIA",2019,43,0
"EAST SOUTH CENTRAL",2019,43,0
"ALABAMA",2019,43,0
"KENTUCKY",2019,43,0
"MISSISSIPPI",2019,43,0
"TENNESSEE",2019,43,0
"WEST SOUTH CENTRAL",2019,43,6
"ARKANSAS",2019,43,0
"LOUISIANA",2019,43,0
"OKLAHOMA",2019,43,6
"TEXAS",2019,43,0
"MOUNTAIN",2019,43,9
"ARIZONA",2019,43,3
"COLORADO",2019,43,3
"IDAHO",2019,43,0
"MONTANA",2019,43,0
"NEVADA",2019,43,0
"NEW MEXICO",2019,43,0
"UTAH",2019,43,3
"WYOMING",2019,43,0
"PACIFIC",2019,43,4
"ALASKA",2019,43,0
"CALIFORNIA",2019,43,1
"HAWAII",2019,43,0
"OREGON",2019,43,0
"WASHINGTON",2019,43,3
"US TERRITORIES",2019,43,0
"AMERICAN SAMOA",2019,43,0
"NORTHERN MARIANA ISLANDS",2019,43,0
"GUAM",2019,43,0
"PUERTO RICO",2019,43,0
"U.S. VIRGIN ISLANDS",2019,43,0
"NON-US RESIDENTS",2019,43,0
"TOTAL",2019,43,74
"US RESIDENTS",2019,44,110
"NEW ENGLAND",2019,44,1
"CONNECTICUT",2019,44,0
"MAINE",2019,44,0
"MASSACHUSETTS",2019,44,1
"NEW HAMPSHIRE",2019,44,0
"RHODE ISLAND",2019,44,0
"VERMONT",2019,44,0
"MIDDLE ATLANTIC",2019,44,15
"NEW JERSEY",2019,44,1
"NEW YORK",2019,44,11
"NEW YORK CITY",2019,44,0
"PENNSYLVANIA",2019,44,3
"EAST NORTH CENTRAL",2019,44,23
"ILLINOIS",2019,44,0
"INDIANA",2019,44,0
"MICHIGAN",2019,44,0
"OHIO",2019,44,21
"WISCONSIN",2019,44,2
"WEST NORTH CENTRAL",2019,44,8
"IOWA",2019,44,0
"KANSAS",2019,44,0
"MINNESOTA",2019,44,0
"MISSOURI",2019,44,6
"NEBRASKA",2019,44,2
"NORTH DAKOTA",2019,44,0
"SOUTH DAKOTA",2019,44,0
"SOUTH ATLANTIC",2019,44,11
"DELAWARE",2019,44,1
"DISTRICT OF COLUMBIA",2019,44,0
"FLORIDA",2019,44,2
"GEORGIA",2019,44,5
"MARYLAND",2019,44,0
"NORTH CAROLINA",2019,44,0
"SOUTH CAROLINA",2019,44,0
"VIRGINIA",2019,44,3
"WEST VIRGINIA",2019,44,0
"EAST SOUTH CENTRAL",2019,44,1
"ALABAMA",2019,44,0
"KENTUCKY",2019,44,0
"MISSISSIPPI",2019,44,1
"TENNESSEE",2019,44,0
"WEST SOUTH CENTRAL",2019,44,36
"ARKANSAS",2019,44,9
"LOUISIANA",2019,44,3
"OKLAHOMA",2019,44,0
"TEXAS",2019,44,24
"MOUNTAIN",2019,44,8
"ARIZONA",2019,44,5
"COLORADO",2019,44,3
"IDAHO",2019,44,0
"MONTANA",2019,44,0
"NEVADA",2019,44,0
"NEW MEXICO",2019,44,0
"UTAH",2019,44,0
"WYOMING",2019,44,0
"PACIFIC",2019,44,7
"ALASKA",2019,44,0
"CALIFORNIA",2019,44,5
"HAWAII",2019,44,0
"OREGON",2019,44,2
"WASHINGTON",2019,44,0
"US TERRITORIES",2019,44,0
"AMERICAN SAMOA",2019,44,0
"NORTHERN MARIANA ISLANDS",2019,44,0
"GUAM",2019,44,0
"PUERTO RICO",2019,44,0
"U.S. VIRGIN ISLANDS",2019,44,0
"NON-US RESIDENTS",2019,44,0
"TOTAL",2019,44,110
"US RESIDENTS",2019,45,110
"NEW ENGLAND",2019,45,3
"CONNECTICUT",2019,45,0
"MAINE",2019,45,0
"MASSACHUSETTS",2019,45,2
"NEW HAMPSHIRE",2019,45,0
"RHODE ISLAND",2019,45,1
"VERMONT",2019,45,0
"MIDDLE ATLANTIC",2019,45,21
"NEW JERSEY",2019,45,0
"NEW YORK",2019,45,14
"NEW YORK CITY",2019,45,2
"PENNSYLVANIA",2019,45,5
"EAST NORTH CENTRAL",2019,45,9
"ILLINOIS",2019,45,0
"INDIANA",2019,45,0
"MICHIGAN",2019,45,1
"OHIO",2019,45,8
"WISCONSIN",2019,45,0
"WEST NORTH CENTRAL",2019,45,3
"IOWA",2019,45,0
"KANSAS",2019,45,0
"MINNESOTA",2019,45,0
"MISSOURI",2019,45,3
"NEBRASKA",2019,45,0
"NORTH DAKOTA",2019,45,0
"SOUTH DAKOTA",2019,45,0
"SOUTH ATLANTIC",2019,45,11
"DELAWARE",2019,45,0
"DISTRICT OF COLUMBIA",2019,45,0
"FLORIDA",2019,45,0
"GEORGIA",2019,45,0
"MARYLAND",2019,45,0
"NORTH CAROLINA",2019,45,0
"SOUTH CAROLINA",2019,45,2
"VIRGINIA",2019,45,9
"WEST VIRGINIA",2019,45,0
"EAST SOUTH CENTRAL",2019,45,1
"ALABAMA",2019,45,0
"KENTUCKY",2019,45,0
"MISSISSIPPI",2019,45,0
"TENNESSEE",2019,45,1
"WEST SOUTH CENTRAL",2019,45,44
"ARKANSAS",2019,45,2
"LOUISIANA",2019,45,0
"OKLAHOMA",2019,45,3
"TEXAS",2019,45,39
"MOUNTAIN",2019,45,9
"ARIZONA",2019,45,4
"COLORADO",2019,45,2
"IDAHO",2019,45,1
"MONTANA",2019,45,0
"NEVADA",2019,45,0
"NEW MEXICO",2019,45,0
"UTAH",2019,45,2
"WYOMING",2019,45,0
"PACIFIC",2019,45,9
"ALASKA",2019,45,0
"CALIFORNIA",2019,45,2
"HAWAII",2019,45,0
"OREGON",2019,45,1
"WASHINGTON",2019,45,6
"US TERRITORIES",2019,45,0
"AMERICAN SAMOA",2019,45,0
"NORTHERN MARIANA ISLANDS",2019,45,0
"GUAM",2019,45,0
"PUERTO RICO",2019,45,0
"U.S. VIRGIN ISLANDS",2019,45,0
"NON-US RESIDENTS",2019,45,0
"TOTAL",2019,45,110
"US RESIDENTS",2019,46,50
"NEW ENGLAND",2019,46,1
"CONNECTICUT",2019,46,0
"MAINE",2019,46,0
"MASSACHUSETTS",2019,46,0
"NEW HAMPSHIRE",2019,46,0
"RHODE ISLAND",2019,46,1
"VERMONT",2019,46,0
"MIDDLE ATLANTIC",2019,46,4
"NEW JERSEY",2019,46,0
"NEW YORK",2019,46,0
"NEW YORK CITY",2019,46,1
"PENNSYLVANIA",2019,46,3
"EAST NORTH CENTRAL",2019,46,15
"ILLINOIS",2019,46,0
"INDIANA",2019,46,0
"MICHIGAN",2019,46,0
"OHIO",2019,46,15
"WISCONSIN",2019,46,0
"WEST NORTH CENTRAL",2019,46,5
"IOWA",2019,46,0
"KANSAS",2019,46,0
"MINNESOTA",2019,46,0
"MISSOURI",2019,46,4
"NEBRASKA",2019,46,1
"NORTH DAKOTA",2019,46,0
"SOUTH DAKOTA",2019,46,0
"SOUTH ATLANTIC",2019,46,3
"DELAWARE",2019,46,0
"DISTRICT OF COLUMBIA",2019,46,0
"FLORIDA",2019,46,0
"GEORGIA",2019,46,1
"MARYLAND",2019,46,0
"NORTH CAROLINA",2019,46,0
"SOUTH CAROLINA",2019,46,0
"VIRGINIA",2019,46,2
"WEST VIRGINIA",2019,46,0
"EAST SOUTH CENTRAL",2019,46,0
"ALABAMA",2019,46,0
"KENTUCKY",2019,46,0
"MISSISSIPPI",2019,46,0
"TENNESSEE",2019,46,0
"WEST SOUTH CENTRAL",2019,46,11
"ARKANSAS",2019,46,0
"LOUISIANA",2019,46,0
"OKLAHOMA",2019,46,1
"TEXAS",2019,46,10
"MOUNTAIN",2019,46,1
"ARIZONA",2019,46,0
"COLORADO",2019,46,1
"IDAHO",2019,46,0
"MONTANA",2019,46,0
"NEVADA",2019,46,0
"NEW MEXICO",2019,46,0
"UTAH",2019,46,0
"WYOMING",2019,46,0
"PACIFIC",2019,46,10
"ALASKA",2019,46,0
"CALIFORNIA",2019,46,5
"HAWAII",2019,46,0
"OREGON",2019,46,0
"WASHINGTON",2019,46,5
"US TERRITORIES",2019,46,0
"AMERICAN SAMOA",2019,46,0
"NORTHERN MARIANA ISLANDS",2019,46,0
"GUAM",2019,46,0
"PUERTO RICO",2019,46,0
"U.S. VIRGIN ISLANDS",2019,46,0
"NON-US RESIDENTS",2019,46,0
"TOTAL",2019,46,50
"US RESIDENTS",2019,47,50
"NEW ENGLAND",2019,47,2
"CONNECTICUT",2019,47,0
"MAINE",2019,47,1
"MASSACHUSETTS",2019,47,0
"NEW HAMPSHIRE",2019,47,0
"RHODE ISLAND",2019,47,0
"VERMONT",2019,47,1
"MIDDLE ATLANTIC",2019,47,5
"NEW JERSEY",2019,47,0
"NEW YORK",2019,47,4
"NEW YORK CITY",2019,47,0
"PENNSYLVANIA",2019,47,1
"EAST NORTH CENTRAL",2019,47,11
"ILLINOIS",2019,47,0
"INDIANA",2019,47,0
"MICHIGAN",2019,47,0
"OHIO",2019,47,11
"WISCONSIN",2019,47,0
"WEST NORTH CENTRAL",2019,47,0
"IOWA",2019,47,0
"KANSAS",2019,47,0
"MINNESOTA",2019,47,0
"MISSOURI",2019,47,0
"NEBRASKA",2019,47,0
"NORTH DAKOTA",2019,47,0
"SOUTH DAKOTA",2019,47,0
"SOUTH ATLANTIC",2019,47,9
"DELAWARE",2019,47,0
"DISTRICT OF COLUMBIA",2019,47,0
"FLORIDA",2019,47,0
"GEORGIA",2019,47,0
"MARYLAND",2019,47,2
"NORTH CAROLINA",2019,47,0
"SOUTH CAROLINA",2019,47,1
"VIRGINIA",2019,47,6
"WEST VIRGINIA",2019,47,0
"EAST SOUTH CENTRAL",2019,47,0
"ALABAMA",2019,47,0
"KENTUCKY",2019,47,0
"MISSISSIPPI",2019,47,0
"TENNESSEE",2019,47,0
"WEST SOUTH CENTRAL",2019,47,14
"ARKANSAS",2019,47,0
"LOUISIANA",2019,47,0
"OKLAHOMA",2019,47,0
"TEXAS",2019,47,14
"MOUNTAIN",2019,47,4
"ARIZONA",2019,47,2
"COLORADO",2019,47,1
"IDAHO",2019,47,1
"MONTANA",2019,47,0
"NEVADA",2019,47,0
"NEW MEXICO",2019,47,0
"UTAH",2019,47,0
"WYOMING",2019,47,0
"PACIFIC",2019,47,5
"ALASKA",2019,47,0
"CALIFORNIA",2019,47,2
"HAWAII",2019,47,0
"OREGON",2019,47,1
"WASHINGTON",2019,47,2
"US TERRITORIES",2019,47,0
"AMERICAN SAMOA",2019,47,0
"NORTHERN MARIANA ISLANDS",2019,47,0
"GUAM",2019,47,0
"PUERTO RICO",2019,47,0
"U.S. VIRGIN ISLANDS",2019,47,0
"NON-US RESIDENTS",2019,47,0
"TOTAL",2019,47,50
"US RESIDENTS",2019,48,56
"NEW ENGLAND",2019,48,2
"CONNECTICUT",2019,48,0
"MAINE",2019,48,1
"MASSACHUSETTS",2019,48,1
"NEW HAMPSHIRE",2019,48,0
"RHODE ISLAND",2019,48,0
"VERMONT",2019,48,0
"MIDDLE ATLANTIC",2019,48,9
"NEW JERSEY",2019,48,0
"NEW YORK",2019,48,6
"NEW YORK CITY",2019,48,2
"PENNSYLVANIA",2019,48,1
"EAST NORTH CENTRAL",2019,48,8
"ILLINOIS",2019,48,0
"INDIANA",2019,48,0
"MICHIGAN",2019,48,0
"OHIO",2019,48,6
"WISCONSIN",2019,48,2
"WEST NORTH CENTRAL",2019,48,0
"IOWA",2019,48,0
"KANSAS",2019,48,0
"MINNESOTA",2019,48,0
"MISSOURI",2019,48,0
"NEBRASKA",2019,48,0
"NORTH DAKOTA",2019,48,0
"SOUTH DAKOTA",2019,48,0
"SOUTH ATLANTIC",2019,48,5
"DELAWARE",2019,48,0
"DISTRICT OF COLUMBIA",2019,48,0
"FLORIDA",2019,48,0
"GEORGIA",2019,48,1
"MARYLAND",2019,48,0
"NORTH CAROLINA",2019,48,0
"SOUTH CAROLINA",2019,48,2
"VIRGINIA",2019,48,2
"WEST VIRGINIA",2019,48,0
"EAST SOUTH CENTRAL",2019,48,5
"ALABAMA",2019,48,0
"KENTUCKY",2019,48,0
"MISSISSIPPI",2019,48,4
"TENNESSEE",2019,48,1
"WEST SOUTH CENTRAL",2019,48,10
"ARKANSAS",2019,48,0
"LOUISIANA",2019,48,0
"OKLAHOMA",2019,48,3
"TEXAS",2019,48,7
"MOUNTAIN",2019,48,9
"ARIZONA",2019,48,5
"COLORADO",2019,48,1
"IDAHO",2019,48,1
"MONTANA",2019,48,0
"NEVADA",2019,48,0
"NEW MEXICO",2019,48,1
"UTAH",2019,48,1
"WYOMING",2019,48,0
"PACIFIC",2019,48,8
"ALASKA",2019,48,0
"CALIFORNIA",2019,48,3
"HAWAII",2019,48,0
"OREGON",2019,48,4
"WASHINGTON",2019,48,1
"US TERRITORIES",2019,48,0
"AMERICAN SAMOA",2019,48,0
"NORTHERN MARIANA ISLANDS",2019,48,0
"GUAM",2019,48,0
"PUERTO RICO",2019,48,0
"U.S. VIRGIN ISLANDS",2019,48,0
"NON-US RESIDENTS",2019,48,0
"TOTAL",2019,48,56
"US RESIDENTS",2019,49,87
"NEW ENGLAND",2019,49,6
"CONNECTICUT",2019,49,0
"MAINE",2019,49,1
"MASSACHUSETTS",2019,49,3
"NEW HAMPSHIRE",2019,49,0
"RHODE ISLAND",2019,49,2
"VERMONT",2019,49,0
"MIDDLE ATLANTIC",2019,49,9
"NEW JERSEY",2019,49,0
"NEW YORK",2019,49,4
"NEW YORK CITY",2019,49,3
"PENNSYLVANIA",2019,49,2
"EAST NORTH CENTRAL",2019,49,17
"ILLINOIS",2019,49,0
"INDIANA",2019,49,0
"MICHIGAN",2019,49,0
"OHIO",2019,49,14
"WISCONSIN",2019,49,3
"WEST NORTH CENTRAL",2019,49,2
"IOWA",2019,49,0
"KANSAS",2019,49,0
"MINNESOTA",2019,49,0
"MISSOURI",2019,49,0
"NEBRASKA",2019,49,2
"NORTH DAKOTA",2019,49,0
"SOUTH DAKOTA",2019,49,0
"SOUTH ATLANTIC",2019,49,16
"DELAWARE",2019,49,0
"DISTRICT OF COLUMBIA",2019,49,0
"FLORIDA",2019,49,9
"GEORGIA",2019,49,1
"MARYLAND",2019,49,0
"NORTH CAROLINA",2019,49,0
"SOUTH CAROLINA",2019,49,0
"VIRGINIA",2019,49,6
"WEST VIRGINIA",2019,49,0
"EAST SOUTH CENTRAL",2019,49,4
"ALABAMA",2019,49,3
"KENTUCKY",2019,49,0
"MISSISSIPPI",2019,49,1
"TENNESSEE",2019,49,0
"WEST SOUTH CENTRAL",2019,49,18
"ARKANSAS",2019,49,2
"LOUISIANA",2019,49,0
"OKLAHOMA",2019,49,4
"TEXAS",2019,49,12
"MOUNTAIN",2019,49,2
"ARIZONA",2019,49,1
"COLORADO",2019,49,0
"IDAHO",2019,49,0
"MONTANA",2019,49,0
"NEVADA",2019,49,0
"NEW MEXICO",2019,49,0
"UTAH",2019,49,1
"WYOMING",2019,49,0
"PACIFIC",2019,49,13
"ALASKA",2019,49,0
"CALIFORNIA",2019,49,7
"HAWAII",2019,49,0
"OREGON",2019,49,2
"WASHINGTON",2019,49,4
"US TERRITORIES",2019,49,0
"AMERICAN SAMOA",2019,49,0
"NORTHERN MARIANA ISLANDS",2019,49,0
"GUAM",2019,49,0
"PUERTO RICO",2019,49,0
"U.S. VIRGIN ISLANDS",2019,49,0
"NON-US RESIDENTS",2019,49,0
"TOTAL",2019,49,87
"US RESIDENTS",2019,50,76
"NEW ENGLAND",2019,50,1
"CONNECTICUT",2019,50,0
"MAINE",2019,50,0
"MASSACHUSETTS",2019,50,0
"NEW HAMPSHIRE",2019,50,0
"RHODE ISLAND",2019,50,1
"VERMONT",2019,50,0
"MIDDLE ATLANTIC",2019,50,4
"NEW JERSEY",2019,50,0
"NEW YORK",2019,50,0
"NEW YORK CITY",2019,50,2
"PENNSYLVANIA",2019,50,2
"EAST NORTH CENTRAL",2019,50,13
"ILLINOIS",2019,50,0
"INDIANA",2019,50,0
"MICHIGAN",2019,50,0
"OHIO",2019,50,12
"WISCONSIN",2019,50,1
"WEST NORTH CENTRAL",2019,50,8
"IOWA",2019,50,0
"KANSAS",2019,50,0
"MINNESOTA",2019,50,0
"MISSOURI",2019,50,3
"NEBRASKA",2019,50,5
"NORTH DAKOTA",2019,50,0
"SOUTH DAKOTA",2019,50,0
"SOUTH ATLANTIC",2019,50,4
"DELAWARE",2019,50,0
"DISTRICT OF COLUMBIA",2019,50,0
"FLORIDA",2019,50,0
"GEORGIA",2019,50,0
"MARYLAND",2019,50,2
"NORTH CAROLINA",2019,50,0
"SOUTH CAROLINA",2019,50,0
"VIRGINIA",2019,50,2
"WEST VIRGINIA",2019,50,0
"EAST SOUTH CENTRAL",2019,50,4
"ALABAMA",2019,50,1
"KENTUCKY",2019,50,1
"MISSISSIPPI",2019,50,2
"TENNESSEE",2019,50,0
"WEST SOUTH CENTRAL",2019,50,28
"ARKANSAS",2019,50,3
"LOUISIANA",2019,50,0
"OKLAHOMA",2019,50,3
"TEXAS",2019,50,22
"MOUNTAIN",2019,50,4
"ARIZONA",2019,50,1
"COLORADO",2019,50,1
"IDAHO",2019,50,0
"MONTANA",2019,50,0
"NEVADA",2019,50,0
"NEW MEXICO",2019,50,0
"UTAH",2019,50,2
"WYOMING",2019,50,0
"PACIFIC",2019,50,10
"ALASKA",2019,50,0
"CALIFORNIA",2019,50,2
"HAWAII",2019,50,0
"OREGON",2019,50,2
"WASHINGTON",2019,50,6
"US TERRITORIES",2019,50,0
"AMERICAN SAMOA",2019,50,0
"NORTHERN MARIANA ISLANDS",2019,50,0
"GUAM",2019,50,0
"PUERTO RICO",2019,50,0
"U.S. VIRGIN ISLANDS",2019,50,0
"NON-US RESIDENTS",2019,50,0
"TOTAL",2019,50,76
"US RESIDENTS",2019,51,63
"NEW ENGLAND",2019,51,2
"CONNECTICUT",2019,51,0
"MAINE",2019,51,0
"MASSACHUSETTS",2019,51,2
"NEW HAMPSHIRE",2019,51,0
"RHODE ISLAND",2019,51,0
"VERMONT",2019,51,0
"MIDDLE ATLANTIC",2019,51,12
"NEW JERSEY",2019,51,0
"NEW YORK",2019,51,7
"NEW YORK CITY",2019,51,0
"PENNSYLVANIA",2019,51,5
"EAST NORTH CENTRAL",2019,51,3
"ILLINOIS",2019,51,1
"INDIANA",2019,51,0
"MICHIGAN",2019,51,0
"OHIO",2019,51,0
"WISCONSIN",2019,51,2
"WEST NORTH CENTRAL",2019,51,7
"IOWA",2019,51,1
"KANSAS",2019,51,0
"MINNESOTA",2019,51,0
"MISSOURI",2019,51,6
"NEBRASKA",2019,51,0
"NORTH DAKOTA",2019,51,0
"SOUTH DAKOTA",2019,51,0
"SOUTH ATLANTIC",2019,51,8
"DELAWARE",2019,51,0
"DISTRICT OF COLUMBIA",2019,51,0
"FLORIDA",2019,51,1
"GEORGIA",2019,51,0
"MARYLAND",2019,51,2
"NORTH CAROLINA",2019,51,0
"SOUTH CAROLINA",2019,51,1
"VIRGINIA",2019,51,4
"WEST VIRGINIA",2019,51,0
"EAST SOUTH CENTRAL",2019,51,3
"ALABAMA",2019,51,1
"KENTUCKY",2019,51,0
"MISSISSIPPI",2019,51,1
"TENNESSEE",2019,51,1
"WEST SOUTH CENTRAL",2019,51,20
"ARKANSAS",2019,51,1
"LOUISIANA",2019,51,0
"OKLAHOMA",2019,51,0
"TEXAS",2019,51,19
"MOUNTAIN",2019,51,1
"ARIZONA",2019,51,0
"COLORADO",2019,51,0
"IDAHO",2019,51,1
"MONTANA",2019,51,0
"NEVADA",2019,51,0
"NEW MEXICO",2019,51,0
"UTAH",2019,51,0
"WYOMING",2019,51,0
"PACIFIC",2019,51,7
"ALASKA",2019,51,0
"CALIFORNIA",2019,51,3
"HAWAII",2019,51,0
"OREGON",2019,51,3
"WASHINGTON",2019,51,1
"US TERRITORIES",2019,51,0
"AMERICAN SAMOA",2019,51,0
"NORTHERN MARIANA ISLANDS",2019,51,0
"GUAM",2019,51,0
"PUERTO RICO",2019,51,0
"U.S. VIRGIN ISLANDS",2019,51,0
"NON-US RESIDENTS",2019,51,0
"TOTAL",2019,51,63
"US RESIDENTS",2019,52,22
"NEW ENGLAND",2019,52,4
"CONNECTICUT",2019,52,0
"MAINE",2019,52,0
"MASSACHUSETTS",2019,52,4
"NEW HAMPSHIRE",2019,52,0
"RHODE ISLAND",2019,52,0
"VERMONT",2019,52,0
"MIDDLE ATLANTIC",2019,52,6
"NEW JERSEY",2019,52,0
"NEW YORK",2019,52,3
"NEW YORK CITY",2019,52,0
"PENNSYLVANIA",2019,52,3
"EAST NORTH CENTRAL",2019,52,3
"ILLINOIS",2019,52,0
"INDIANA",2019,52,0
"MICHIGAN",2019,52,0
"OHIO",2019,52,0
"WISCONSIN",2019,52,3
"WEST NORTH CENTRAL",2019,52,3
"IOWA",2019,52,3
"KANSAS",2019,52,0
"MINNESOTA",2019,52,0
"MISSOURI",2019,52,0
"NEBRASKA",2019,52,0
"NORTH DAKOTA",2019,52,0
"SOUTH DAKOTA",2019,52,0
"SOUTH ATLANTIC",2019,52,1
"DELAWARE",2019,52,0
"DISTRICT OF COLUMBIA",2019,52,0
"FLORIDA",2019,52,0
"GEORGIA",2019,52,1
"MARYLAND",2019,52,0
"NORTH CAROLINA",2019,52,0
"SOUTH CAROLINA",2019,52,0
"VIRGINIA",2019,52,0
"WEST VIRGINIA",2019,52,0
"EAST SOUTH CENTRAL",2019,52,1
"ALABAMA",2019,52,0
"KENTUCKY",2019,52,0
"MISSISSIPPI",2019,52,1
"TENNESSEE",2019,52,0
"WEST SOUTH CENTRAL",2019,52,0
"ARKANSAS",2019,52,0
"LOUISIANA",2019,52,0
"OKLAHOMA",2019,52,0
"TEXAS",2019,52,0
"MOUNTAIN",2019,52,1
