Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cryptosporidiosis, Cum 2018†","Cryptosporidiosis, Cum 2018†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag","Cyclosporiasis, Cum 2018†","Cyclosporiasis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191667
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191668
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191669
TOTAL,2019,16,61,,438,,1955,,2341,,,-,579,,29,,40,,,TOTAL,20191670
US RESIDENTS,2019,17,74,,438,,2268,,2536,,1,,579,,36,,45,,,US RESIDENTS,20191701
NEW ENGLAND,2019,17,2,,48,,113,,132,,,-,10,,1,,4,,,NEW ENGLAND,20191702
CONNECTICUT,2019,17,,-,8,,25,,14,,,-,6,,1,,1,,"CONNECTICUT
(41.575155, -72.738288)",,20191703
MAINE,2019,17,,-,6,,5,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191704
MASSACHUSETTS,2019,17,2,,18,,48,,53,,,-,6,,,-,3,,"MASSACHUSETTS
(42.151077, -71.481104)",,20191705
NEW HAMPSHIRE,2019,17,,-,7,,21,,16,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191706
RHODE ISLAND,2019,17,,-,37,,4,,25,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191707
VERMONT,2019,17,,-,10,,10,,10,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191708
MIDDLE ATLANTIC,2019,17,14,,51,,290,,204,,,-,24,,8,,9,,,MIDDLE ATLANTIC,20191709
NEW JERSEY,2019,17,,-,12,,39,,22,,,-,8,,2,,5,,"NEW JERSEY
(40.110253, -74.655514)",,20191710
NEW YORK,2019,17,5,,20,,74,,45,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20191711
NEW YORK CITY,2019,17,2,,12,,81,,37,,,-,11,,5,,4,,,NEW YORK CITY,20191712
PENNSYLVANIA,2019,17,7,,20,,96,,100,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191713
EAST NORTH CENTRAL,2019,17,15,,119,,416,,550,,,-,458,,6,,6,,,EAST NORTH CENTRAL,20191714
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191763
ILLINOIS,2019,17,,-,21,,62,,56,,,-,400,,5,,3,,"ILLINOIS
(40.124144, -89.148632)",,20191715
INDIANA,2019,17,,-,21,,,-,64,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191716
MICHIGAN,2019,17,1,,16,,75,,80,,,-,5,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20191717
OHIO,2019,17,12,,36,,154,,186,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191718
WISCONSIN,2019,17,2,,48,,125,,164,,,-,141,,,-,3,,"WISCONSIN
(44.639954, -89.732969)",,20191719
WEST NORTH CENTRAL,2019,17,4,,68,,268,,348,,,-,87,,4,,5,,,WEST NORTH CENTRAL,20191720
IOWA,2019,17,1,,40,,109,,160,,,-,75,,,-,3,,"IOWA
(42.074659, -93.500061)",,20191721
KANSAS,2019,17,,-,7,,21,,20,,,-,4,,1,,,-,"KANSAS
(38.484729, -98.38018)",,20191722
MINNESOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191723
MISSOURI,2019,17,,-,19,,49,,80,,,-,30,,2,,1,,"MISSOURI
(38.3675, -92.477244)",,20191724
NEBRASKA,2019,17,3,,9,,46,,35,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",,20191725
NORTH DAKOTA,2019,17,,-,4,,2,,16,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20191726
SOUTH DAKOTA,2019,17,,-,15,,41,,37,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191727
SOUTH ATLANTIC,2019,17,13,,74,,420,,429,,1,,27,,9,,6,,,SOUTH ATLANTIC,20191728
DELAWARE,2019,17,,-,4,,2,,10,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191729
DISTRICT OF COLUMBIA,2019,17,,-,3,,5,,11,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191730
FLORIDA,2019,17,8,,27,,153,,149,,1,,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",,20191731
GEORGIA,2019,17,1,,27,,68,,75,,,-,7,,1,,1,,"GEORGIA
(32.638481, -83.426574)",,20191732
MARYLAND,2019,17,1,,7,,16,,13,,,-,7,,3,,1,,"MARYLAND
(38.946466, -76.687282)",,20191733
NORTH CAROLINA,2019,17,,-,13,,55,,47,,,-,6,,1,,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20191734
SOUTH CAROLINA,2019,17,2,,6,,31,,32,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191735
VIRGINIA,2019,17,1,,17,,84,,76,,,-,5,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",,20191736
WEST VIRGINIA,2019,17,,-,6,,6,,16,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191737
EAST SOUTH CENTRAL,2019,17,2,,22,,132,,197,,,-,3,,,-,,-,,EAST SOUTH CENTRAL,20191738
ALABAMA,2019,17,,-,7,,48,,53,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20191739
KENTUCKY,2019,17,2,,8,,19,,44,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191740
MISSISSIPPI,2019,17,,-,8,,17,,23,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20191741
TENNESSEE,2019,17,,-,10,,48,,77,,,-,3,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191742
WEST SOUTH CENTRAL,2019,17,10,,64,,210,,218,,,-,49,,2,,3,,,WEST SOUTH CENTRAL,20191743
ARKANSAS,2019,17,4,,8,,35,,18,,,-,1,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20191744
LOUISIANA,2019,17,3,,9,,24,,40,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191745
OKLAHOMA,2019,17,3,,10,,31,,23,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20191746
TEXAS,2019,17,,-,53,,120,,137,,,-,40,,2,,2,,"TEXAS
(31.447238, -99.317341)",,20191747
MOUNTAIN,2019,17,4,,59,,159,,172,,,-,12,,2,,10,,,MOUNTAIN,20191748
ARIZONA,2019,17,3,,28,,31,,29,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20191749
COLORADO,2019,17,1,,11,,36,,46,,,-,6,,,-,4,,"COLORADO
(38.998552, -105.547832)",,20191750
IDAHO,2019,17,,-,7,,27,,27,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20191751
MONTANA,2019,17,,-,5,,10,,20,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",,20191752
NEVADA,2019,17,,-,6,,6,,2,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20191753
NEW MEXICO,2019,17,,-,10,,11,,18,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191754
UTAH,2019,17,,-,18,,38,,28,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",,20191755
WYOMING,2019,17,,-,2,,,-,2,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",,20191756
PACIFIC,2019,17,10,,45,,260,,286,,,-,26,,4,,2,,,PACIFIC,20191757
ALASKA,2019,17,1,,2,,1,,3,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191758
CALIFORNIA,2019,17,3,,26,,124,,129,,,-,23,,3,,2,,"CALIFORNIA
(37.211164, -119.662127)",,20191759
HAWAII,2019,17,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191760
OREGON,2019,17,5,,14,,71,,131,,,-,2,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191761
WASHINGTON,2019,17,1,,35,,62,,21,,,-,3,,1,,,-,"WASHINGTON
(47.411715, -120.592492)",,20191762
AMERICAN SAMOA,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20191764
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191765
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191766
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191767
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191768
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191769
TOTAL,2019,17,74,,438,,2268,,2536,,1,,579,,36,,45,,,TOTAL,20191770
US RESIDENTS,2019,18,66,,456,,2373,,2836,,1,,592,,39,,59,,,US RESIDENTS,20191801
NEW ENGLAND,2019,18,1,,48,,118,,145,,,-,10,,2,,4,,,NEW ENGLAND,20191802
CONNECTICUT,2019,18,,-,8,,25,,16,,,-,6,,2,,1,,"CONNECTICUT
(41.575155, -72.738288)",,20191803
MAINE,2019,18,,-,6,,5,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191804
MASSACHUSETTS,2019,18,1,,18,,51,,58,,,-,6,,,-,3,,"MASSACHUSETTS
(42.151077, -71.481104)",,20191805
NEW HAMPSHIRE,2019,18,,-,7,,21,,18,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191806
RHODE ISLAND,2019,18,,-,37,,6,,28,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191807
VERMONT,2019,18,,-,10,,10,,11,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191808
MIDDLE ATLANTIC,2019,18,8,,51,,308,,222,,,-,24,,8,,11,,,MIDDLE ATLANTIC,20191809
NEW JERSEY,2019,18,,-,12,,40,,25,,,-,8,,2,,5,,"NEW JERSEY
(40.110253, -74.655514)",,20191810
NEW YORK,2019,18,5,,20,,79,,47,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20191811
NEW YORK CITY,2019,18,,-,12,,85,,38,,,-,11,,5,,6,,,NEW YORK CITY,20191812
PENNSYLVANIA,2019,18,3,,20,,104,,112,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191813
EAST NORTH CENTRAL,2019,18,17,,119,,446,,579,,,-,458,,6,,7,,,EAST NORTH CENTRAL,20191814
ILLINOIS,2019,18,,-,21,,71,,61,,,-,400,,5,,3,,"ILLINOIS
(40.124144, -89.148632)",,20191815
INDIANA,2019,18,,-,21,,,-,72,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191816
MICHIGAN,2019,18,,-,16,,75,,83,,,-,5,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20191817
OHIO,2019,18,10,,36,,164,,190,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191818
WISCONSIN,2019,18,7,,48,,136,,173,,,-,141,,,-,4,,"WISCONSIN
(44.639954, -89.732969)",,20191819
WEST NORTH CENTRAL,2019,18,10,,82,,284,,482,,,-,101,,4,,8,,,WEST NORTH CENTRAL,20191820
IOWA,2019,18,,-,40,,113,,170,,,-,75,,,-,3,,"IOWA
(42.074659, -93.500061)",,20191821
KANSAS,2019,18,,-,7,,21,,23,,,-,4,,1,,1,,"KANSAS
(38.484729, -98.38018)",,20191822
MINNESOTA,2019,18,,-,27,,,-,104,,,-,34,,,-,2,,"MINNESOTA
(46.349153, -94.198308)",,20191823
MISSOURI,2019,18,5,,19,,55,,83,,,-,30,,2,,1,,"MISSOURI
(38.3675, -92.477244)",,20191824
NEBRASKA,2019,18,5,,9,,50,,41,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",,20191825
NORTH DAKOTA,2019,18,,-,4,,2,,17,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20191826
SOUTH DAKOTA,2019,18,,-,15,,43,,44,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191827
SOUTH ATLANTIC,2019,18,6,,74,,399,,463,,,-,27,,8,,9,,,SOUTH ATLANTIC,20191828
DELAWARE,2019,18,,-,4,,2,,10,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191829
DISTRICT OF COLUMBIA,2019,18,,-,3,,5,,13,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191830
FLORIDA,2019,18,,-,27,,153,,157,,,-,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",,20191831
GEORGIA,2019,18,,-,23,,32,,83,,,-,8,,,-,1,,"GEORGIA
(32.638481, -83.426574)",,20191832
MARYLAND,2019,18,2,,7,,18,,15,,,-,7,,3,,1,,"MARYLAND
(38.946466, -76.687282)",,20191833
NORTH CAROLINA,2019,18,,-,13,,58,,47,,,-,6,,1,,3,,"NORTH CAROLINA
(35.52603, -79.130883)",,20191834
SOUTH CAROLINA,2019,18,,-,6,,31,,34,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191835
VIRGINIA,2019,18,4,,17,,94,,87,,,-,5,,1,,1,,"VIRGINIA
(37.510861, -78.666382)",,20191836
WEST VIRGINIA,2019,18,,-,6,,6,,17,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191837
EAST SOUTH CENTRAL,2019,18,3,,22,,145,,205,,,-,5,,1,,,-,,EAST SOUTH CENTRAL,20191838
ALABAMA,2019,18,1,,7,,53,,56,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20191839
KENTUCKY,2019,18,1,,9,,21,,46,,,-,3,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191840
MISSISSIPPI,2019,18,1,,8,,18,,24,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20191841
TENNESSEE,2019,18,,-,10,,53,,79,,,-,3,,1,,,-,"TENNESSEE
(35.842998, -86.343226)",,20191842
WEST SOUTH CENTRAL,2019,18,10,,64,,223,,242,,1,,49,,3,,3,,,WEST SOUTH CENTRAL,20191843
ARKANSAS,2019,18,5,,8,,40,,22,,1,,1,,1,,1,,"ARKANSAS
(34.899825, -92.439162)",,20191844
LOUISIANA,2019,18,3,,9,,29,,41,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191845
OKLAHOMA,2019,18,2,,10,,34,,24,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20191846
TEXAS,2019,18,,-,53,,120,,155,,,-,40,,2,,2,,"TEXAS
(31.447238, -99.317341)",,20191847
MOUNTAIN,2019,18,4,,59,,173,,188,,,-,12,,2,,10,,,MOUNTAIN,20191848
ARIZONA,2019,18,,-,28,,31,,32,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20191849
COLORADO,2019,18,,-,11,,36,,46,,,-,6,,,-,4,,"COLORADO
(38.998552, -105.547832)",,20191850
IDAHO,2019,18,2,,7,,31,,30,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20191851
MONTANA,2019,18,,-,4,,10,,23,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",,20191852
NEVADA,2019,18,,-,6,,6,,4,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20191853
NEW MEXICO,2019,18,,-,10,,12,,20,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191854
UTAH,2019,18,2,,18,,47,,31,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",,20191855
WYOMING,2019,18,,-,2,,,-,2,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",,20191856
PACIFIC,2019,18,7,,45,,277,,310,,,-,29,,5,,7,,,PACIFIC,20191857
ALASKA,2019,18,,-,2,,1,,5,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191858
CALIFORNIA,2019,18,3,,26,,129,,140,,,-,26,,4,,7,,"CALIFORNIA
(37.211164, -119.662127)",,20191859
HAWAII,2019,18,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191860
OREGON,2019,18,3,,14,,80,,140,,,-,2,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191861
WASHINGTON,2019,18,1,,35,,65,,23,,,-,3,,1,,,-,"WASHINGTON
(47.411715, -120.592492)",,20191862
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191863
AMERICAN SAMOA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20191864
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191865
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191866
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191867
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191868
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191869
TOTAL,2019,18,66,,456,,2373,,2836,,1,,592,,39,,59,,,TOTAL,20191870
US RESIDENTS,2019,19,63,,456,,2535,,3055,,,-,592,,42,,88,,,US RESIDENTS,20191901
NEW ENGLAND,2019,19,3,,48,,127,,193,,,-,10,,2,,4,,,NEW ENGLAND,20191902
CONNECTICUT,2019,19,,-,8,,27,,18,,,-,6,,2,,1,,"CONNECTICUT
(41.575155, -72.738288)",,20191903
MAINE,2019,19,1,,6,,6,,15,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191904
MASSACHUSETTS,2019,19,2,,18,,54,,63,,,-,6,,,-,3,,"MASSACHUSETTS
(42.151077, -71.481104)",,20191905
NEW HAMPSHIRE,2019,19,,-,7,,23,,20,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191906
RHODE ISLAND,2019,19,,-,37,,6,,65,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191907
VERMONT,2019,19,,-,10,,11,,12,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191908
MIDDLE ATLANTIC,2019,19,8,,51,,323,,245,,,-,24,,10,,12,,,MIDDLE ATLANTIC,20191909
NEW JERSEY,2019,19,,-,12,,40,,30,,,-,8,,2,,5,,"NEW JERSEY
(40.110253, -74.655514)",,20191910
NEW YORK,2019,19,7,,20,,86,,54,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20191911
NEW YORK CITY,2019,19,,-,12,,86,,42,,,-,11,,7,,7,,,NEW YORK CITY,20191912
PENNSYLVANIA,2019,19,1,,20,,111,,119,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191913
EAST NORTH CENTRAL,2019,19,16,,119,,478,,607,,,-,458,,6,,10,,,EAST NORTH CENTRAL,20191914
ILLINOIS,2019,19,,-,21,,71,,66,,,-,400,,5,,5,,"ILLINOIS
(40.124144, -89.148632)",,20191915
INDIANA,2019,19,,-,21,,,-,75,,,-,21,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191916
MICHIGAN,2019,19,,-,16,,85,,88,,,-,5,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20191917
OHIO,2019,19,12,,36,,176,,198,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191918
WISCONSIN,2019,19,4,,48,,146,,180,,,-,140,,,-,5,,"WISCONSIN
(44.639954, -89.732969)",,20191919
WEST NORTH CENTRAL,2019,19,7,,82,,303,,526,,,-,101,,5,,8,,,WEST NORTH CENTRAL,20191920
IOWA,2019,19,,-,40,,117,,183,,,-,75,,,-,3,,"IOWA
(42.074659, -93.500061)",,20191921
KANSAS,2019,19,,-,7,,24,,23,,,-,4,,1,,1,,"KANSAS
(38.484729, -98.38018)",,20191922
MINNESOTA,2019,19,,-,27,,,-,110,,,-,34,,,-,2,,"MINNESOTA
(46.349153, -94.198308)",,20191923
MISSOURI,2019,19,4,,19,,60,,90,,,-,30,,3,,1,,"MISSOURI
(38.3675, -92.477244)",,20191924
NEBRASKA,2019,19,3,,9,,53,,47,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",,20191925
NORTH DAKOTA,2019,19,,-,4,,5,,17,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20191926
SOUTH DAKOTA,2019,19,,-,15,,44,,56,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191927
SOUTH ATLANTIC,2019,19,4,,75,,438,,482,,,-,27,,8,,11,,,SOUTH ATLANTIC,20191928
DELAWARE,2019,19,,-,4,,4,,10,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191929
DISTRICT OF COLUMBIA,2019,19,,-,3,,6,,13,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191930
FLORIDA,2019,19,,-,27,,153,,167,,,-,9,,3,,1,,"FLORIDA
(28.260731, -82.420978)",,20191931
GEORGIA,2019,19,1,,23,,54,,85,,,-,8,,,-,1,,"GEORGIA
(32.638481, -83.426574)",,20191932
MARYLAND,2019,19,,-,7,,18,,15,,,-,7,,3,,2,,"MARYLAND
(38.946466, -76.687282)",,20191933
NORTH CAROLINA,2019,19,1,,13,,62,,47,,,-,6,,1,,3,,"NORTH CAROLINA
(35.52603, -79.130883)",,20191934
SOUTH CAROLINA,2019,19,1,,6,,32,,36,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191935
VIRGINIA,2019,19,1,,17,,103,,91,,,-,5,,1,,2,,"VIRGINIA
(37.510861, -78.666382)",,20191936
WEST VIRGINIA,2019,19,,-,6,,6,,18,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191937
EAST SOUTH CENTRAL,2019,19,1,,22,,151,,212,,,-,5,,1,,,-,,EAST SOUTH CENTRAL,20191938
ALABAMA,2019,19,1,,7,,55,,57,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20191939
KENTUCKY,2019,19,,-,9,,21,,46,,,-,3,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191940
MISSISSIPPI,2019,19,,-,8,,18,,27,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20191941
TENNESSEE,2019,19,,-,10,,57,,82,,,-,3,,1,,,-,"TENNESSEE
(35.842998, -86.343226)",,20191942
WEST SOUTH CENTRAL,2019,19,5,,64,,228,,254,,,-,49,,3,,3,,,WEST SOUTH CENTRAL,20191943
ARKANSAS,2019,19,2,,8,,42,,23,,,-,1,,1,,1,,"ARKANSAS
(34.899825, -92.439162)",,20191944
LOUISIANA,2019,19,,-,9,,29,,45,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191945
OKLAHOMA,2019,19,3,,10,,37,,24,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20191946
TEXAS,2019,19,,-,53,,120,,162,,,-,40,,2,,2,,"TEXAS
(31.447238, -99.317341)",,20191947
MOUNTAIN,2019,19,12,,59,,193,,204,,,-,12,,2,,11,,,MOUNTAIN,20191948
ARIZONA,2019,19,5,,28,,36,,35,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20191949
COLORADO,2019,19,1,,11,,44,,51,,,-,6,,,-,5,,"COLORADO
(38.998552, -105.547832)",,20191950
IDAHO,2019,19,2,,7,,33,,31,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20191951
MONTANA,2019,19,,-,4,,10,,27,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",,20191952
NEVADA,2019,19,1,,6,,8,,4,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20191953
NEW MEXICO,2019,19,,-,10,,12,,21,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191954
UTAH,2019,19,3,,18,,50,,33,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",,20191955
WYOMING,2019,19,,-,2,,,-,2,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",,20191956
PACIFIC,2019,19,7,,45,,294,,332,,,-,29,,5,,29,,,PACIFIC,20191957
ALASKA,2019,19,1,,1,,2,,5,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191958
CALIFORNIA,2019,19,1,,26,,133,,153,,,-,26,,4,,28,,"CALIFORNIA
(37.211164, -119.662127)",,20191959
HAWAII,2019,19,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191960
OREGON,2019,19,3,,14,,85,,145,,,-,2,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191961
WASHINGTON,2019,19,2,,35,,72,,27,,,-,3,,1,,1,,"WASHINGTON
(47.411715, -120.592492)",,20191962
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191963
AMERICAN SAMOA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20191964
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191965
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191966
PUERTO RICO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191967
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191968
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191969
TOTAL,2019,19,63,,456,,2535,,3055,,,-,592,,42,,88,,,TOTAL,20191970
US RESIDENTS,2019,20,54,,457,,2702,,3275,,,-,592,,46,,115,,,US RESIDENTS,20192001
NEW ENGLAND,2019,20,3,,42,,137,,202,,,-,10,,2,,5,,,NEW ENGLAND,20192002
